epoch,loss
0,0.1109624132514
1,0.042230457067489624
2,0.02436758764088154
3,0.017704932019114494
4,0.013468741439282894
5,0.013059227727353573
6,0.01239742524921894
7,0.011179720982909203
8,0.009917526505887508
9,0.010329930111765862
10,0.009063256904482841
11,0.009447876363992691
12,0.008156325668096542
13,0.008694978430867195
14,0.00756854610517621
15,0.00803059060126543
16,0.007188098039478064
17,0.005732348188757896
18,0.006535661872476339
19,0.007565836887806654
20,0.006948379334062338
21,0.00683641480281949
22,0.005901722237467766
23,0.005839094053953886
24,0.0062998514622449875
25,0.006406628992408514
26,0.005918028764426708
27,0.006930860225111246
28,0.006148871034383774
29,0.006151390727609396
30,0.005998947191983461
31,0.005461408756673336
32,0.005622682627290487
33,0.005590715911239386
34,0.005170167423784733
35,0.005032847169786692
36,0.005662626586854458
37,0.005101811606436968
38,0.005892075598239899
39,0.0065834615379571915
40,0.005014651920646429
41,0.005402687471359968
42,0.005356031470000744
43,0.004762900061905384
44,0.004806645680218935
45,0.005235670134425163
46,0.005586511921137571
47,0.004969332367181778
48,0.004642177373170853
49,0.004990247543901205
