epoch,loss
0,0.056738656014204025
1,0.018883947283029556
2,0.012656771577894688
3,0.010397513397037983
4,0.010398645885288715
5,0.009038424119353294
6,0.008499004878103733
7,0.007144704461097717
8,0.007147448603063822
9,0.006876458879560232
10,0.006606773007661104
11,0.006327420473098755
12,0.005181555636227131
13,0.005723442416638136
14,0.005878984462469816
15,0.005166629329323769
16,0.005383428186178207
17,0.00511764595285058
18,0.004515063017606735
19,0.005685281939804554
20,0.004964555148035288
21,0.005025257356464863
22,0.004648217931389809
23,0.0043755932711064816
24,0.00484143290668726
