epoch,loss
0,0.02541925758123398
1,0.01088783796876669
2,0.008115161210298538
3,0.0068053281866014
4,0.006165014114230871
5,0.0057389154098927975
6,0.005713106598705053
7,0.005770068150013685
8,0.005442619323730469
9,0.004592429380863905
10,0.004897306673228741
11,0.004819159395992756
12,0.004529127851128578
13,0.004502199124544859
14,0.004685163032263517
15,0.004258418921381235
16,0.004121375270187855
17,0.004668488632887602
18,0.003698354819789529
19,0.004123707301914692
20,0.004337357357144356
21,0.004355408251285553
22,0.004202103242278099
23,0.0042581697925925255
24,0.004137871321290731
25,0.004314005840569735
26,0.004186348523944616
27,0.00415128143504262
28,0.0041687972843647
29,0.0040674963966012
30,0.004128655418753624
31,0.0038972741458564997
32,0.004316715523600578
33,0.004101497121155262
34,0.003892064793035388
35,0.004093178082257509
36,0.004251942969858646
37,0.0038838032633066177
38,0.004084404092282057
39,0.004330676048994064
40,0.004077345132827759
41,0.00403827428817749
42,0.003726453986018896
43,0.0040084016509354115
44,0.003949678968638182
45,0.003823754144832492
46,0.003564382903277874
47,0.003918373491615057
48,0.0038569795433431864
49,0.004052417818456888
