epoch,loss
0,0.04157128557562828
1,0.013891429640352726
2,0.01053118146955967
3,0.009870344772934914
4,0.008367195725440979
5,0.007720195688307285
6,0.007818551734089851
7,0.006806281395256519
8,0.006944757886230946
9,0.006392925977706909
10,0.00619080662727356
11,0.006188738625496626
12,0.005614452995359898
13,0.005673757288604975
14,0.005045526660978794
15,0.00534471869468689
16,0.006094711367040873
17,0.005045910365879536
18,0.004772831220179796
19,0.005422580987215042
20,0.005071992054581642
21,0.004707456566393375
22,0.004543728660792112
23,0.005123130511492491
24,0.004724788013845682
