epoch,loss
0,0.06336302310228348
1,0.027417156845331192
2,0.013586124405264854
3,0.010958130471408367
4,0.010403296910226345
5,0.009340886026620865
6,0.00894957035779953
7,0.00811595469713211
8,0.007658483926206827
9,0.007588577922433615
10,0.007834270596504211
11,0.007403139024972916
12,0.006581100635230541
13,0.006207895465195179
14,0.006059076637029648
15,0.005817809607833624
16,0.005930889863520861
17,0.0061896005645394325
18,0.005278558004647493
19,0.005049155093729496
20,0.0056385076604783535
21,0.005060039460659027
22,0.0051657576113939285
23,0.004963522776961327
24,0.005016292445361614
25,0.004580665845423937
26,0.004906676709651947
27,0.004817840177565813
28,0.004689229652285576
29,0.004061345010995865
30,0.0046063498593866825
31,0.0042090993374586105
32,0.004076860845088959
33,0.004193933680653572
34,0.004134532064199448
35,0.004003635607659817
36,0.0041676959954202175
37,0.0040739960968494415
38,0.004129327833652496
39,0.00407934607937932
40,0.004076781217008829
41,0.0038665100000798702
42,0.00401854794472456
43,0.0039580995216965675
44,0.003985307645052671
45,0.003595315618440509
46,0.004064003936946392
47,0.003626208519563079
48,0.004010483156889677
49,0.0037945944350212812
