epoch,loss
0,0.035044483840465546
1,0.015228092670440674
2,0.011126370169222355
3,0.009388077072799206
4,0.008306470699608326
5,0.008001375943422318
6,0.006761169992387295
7,0.006752431392669678
8,0.005968460813164711
9,0.005803755484521389
10,0.005458121653646231
11,0.005413856822997332
12,0.0049911243841052055
13,0.0045826369896531105
14,0.0046116565354168415
15,0.0042414590716362
16,0.00438772002235055
17,0.004350443370640278
18,0.004081095103174448
19,0.003974598832428455
20,0.004025546833872795
21,0.003954304847866297
22,0.004341151099652052
23,0.00401704665273428
24,0.004124962724745274
