epoch,loss
0,0.03388822078704834
1,0.015389194712042809
2,0.011463782750070095
3,0.01006257627159357
4,0.008107144385576248
5,0.007363560143858194
6,0.007959331385791302
7,0.006267698016017675
8,0.005972541868686676
9,0.004983925260603428
10,0.0055573140271008015
11,0.004676403012126684
12,0.005552987102419138
13,0.004585613030940294
14,0.004184596706181765
15,0.004174625966697931
16,0.004325837828218937
17,0.004830346442759037
18,0.004071168135851622
19,0.003636732930317521
20,0.003990183584392071
21,0.003825034946203232
22,0.003962837625294924
23,0.0036580287851393223
24,0.0038212521467357874
