epoch,loss
0,0.08215884119272232
1,0.02538624033331871
2,0.015022873878479004
3,0.010492358356714249
4,0.010951098054647446
5,0.008493768982589245
6,0.009100318886339664
7,0.00873421411961317
8,0.008419363759458065
9,0.008143610320985317
10,0.007662311661988497
11,0.007590824272483587
12,0.00789056159555912
13,0.007283068727701902
14,0.0068421391770243645
15,0.005945011507719755
16,0.005993723403662443
17,0.005627970676869154
18,0.006191558670252562
19,0.005293864756822586
20,0.00574092660099268
21,0.004981501493602991
22,0.00488252704963088
23,0.0056513408198952675
24,0.005037850700318813
25,0.005116020794957876
26,0.004564446862787008
27,0.0047598774544894695
28,0.004878820851445198
29,0.005070887506008148
30,0.005033800844103098
31,0.004776485729962587
32,0.004918533377349377
33,0.004807176999747753
34,0.004806950222700834
35,0.004608691204339266
36,0.004392056260257959
37,0.004738183226436377
38,0.004232227336615324
39,0.004009614232927561
40,0.004004163667559624
41,0.004394592717289925
42,0.003868876723572612
43,0.004261424299329519
44,0.004306180402636528
45,0.004157273098826408
46,0.0034906137734651566
47,0.0036883577704429626
48,0.00363103486597538
49,0.0037022861652076244
