epoch,loss
0,0.040205217897892
1,0.012607036158442497
2,0.008039930835366249
3,0.006781392730772495
4,0.005468390416353941
5,0.005498308222740889
6,0.0051622348837554455
7,0.004458649083971977
8,0.0045942822471261024
9,0.004336514975875616
10,0.00410297978669405
11,0.004050340969115496
12,0.003940969705581665
13,0.0035349447280168533
14,0.003005468286573887
15,0.003717490006238222
16,0.0033256334718316793
17,0.003151535289362073
18,0.0031093221623450518
19,0.0031808502972126007
20,0.002846933202818036
21,0.0030666356906294823
22,0.0030062375590205193
23,0.002814600244164467
24,0.0029212194494903088
25,0.002886598464101553
26,0.002930900314822793
27,0.003063511336222291
28,0.0030222253408282995
29,0.002940102480351925
30,0.0026978878304362297
31,0.0027881660498678684
32,0.0026774040888994932
33,0.0029691855888813734
34,0.0025996642652899027
35,0.002733109286054969
36,0.002736680442467332
37,0.00259551964700222
38,0.002905233297497034
39,0.0027781003154814243
40,0.002736381720751524
41,0.002887022215873003
42,0.0024980688467621803
43,0.0026528192684054375
44,0.0028671917971223593
45,0.002667567692697048
46,0.0026668482460081577
47,0.002859282772988081
48,0.0026381718926131725
49,0.0027004580479115248
