epoch,loss
0,0.05080348253250122
1,0.026385392993688583
2,0.015964319929480553
3,0.010921385139226913
4,0.009240790270268917
5,0.008349589072167873
6,0.007305953186005354
7,0.00712592201307416
8,0.0062442985363304615
9,0.005522466730326414
10,0.006166983861476183
11,0.005531357601284981
12,0.005574583075940609
13,0.005615507252514362
14,0.005239900667220354
15,0.004785448312759399
16,0.004625365138053894
17,0.004754588473588228
18,0.0045454795472323895
19,0.004454344976693392
20,0.0043198950588703156
21,0.004071131814271212
22,0.004189523868262768
23,0.004228000529110432
24,0.0042304727248847485
