epoch,loss
0,0.06524734199047089
1,0.035447295755147934
2,0.022322069853544235
3,0.017433084547519684
4,0.013971898704767227
5,0.011955881491303444
6,0.009267776273190975
7,0.008446387015283108
8,0.007940048351883888
9,0.007401328533887863
10,0.007697829976677895
11,0.007419149857014418
12,0.007064670789986849
13,0.006422198843210936
14,0.006836223416030407
15,0.006298355292528868
16,0.005754362791776657
17,0.0055406587198376656
18,0.006121072918176651
19,0.005610004998743534
20,0.006164949852973223
21,0.005499294959008694
22,0.005323160905390978
23,0.0053063612431287766
24,0.005006615072488785
