date,Fb_open,Fb_high,Fb_low,Fb_close,Fb_adjusted_close,Fb_volume,Fb_dividend,Fb_split_coefficent,Fb_Real Middle Band,Fb_Real Upper Band,Fb_Real Lower Band,Fb_MACD,Fb_MACD_Hist,Fb_MACD_Signal,Fb_RSI,Fb_CCI,Fb_Aroon Down,Fb_Aroon Up,Fb_Chaikin A/D,Fb_ADX,Fb_SMA,SPY_open,SPY_high,SPY_low,SPY_close,SPY_adjusted_close,SPY_volume,SPY_dividend,SPY_split_coefficent
2019-07-19,202.18,202.33,198.07,198.36,198.36,12098262.0,0.0,1.0,196.8415,207.3531,186.3299,4.5552,-0.2317,4.7869,56.9314,42.781,0.0,78.5714,1184734343.7401,21.746,187.7123,300.04,300.07,296.98,297.17,290.095466023,71081238.0,0.0,1.0
2019-07-18,200.15,202.47,199.38,200.78,200.78,11956554.0,0.0,1.0,196.4,207.3519,185.4481,5.0317,0.1869,4.8448,62.1211,67.4609,0.0,85.7143,1195185424.5289,21.8776,187.3863,297.19,299.25,296.7,298.83,291.715947477,51701687.0,0.0,1.0
2019-07-17,204.18,204.36,201.59,201.8,201.8,12083714.0,0.0,1.0,195.735,207.1478,184.3222,5.3203,0.5222,4.7981,64.4193,99.2041,0.0,92.8571,1196307560.6648,21.7985,186.9873,299.75,299.93,297.74,297.74,290.651896402,44102443.0,0.0,1.0
2019-07-16,203.89,205.4707,203.1,203.84,203.84,12132720.0,0.0,1.0,195.0685,206.5434,183.5936,5.5075,0.84,4.6675,69.172,134.0848,7.1429,100.0,1206559086.9825,21.3331,186.5103,300.65,300.88,299.44,299.78,292.643331441,40567964.0,0.0,1.0
2019-07-15,204.25,205.33,201.82,203.91,203.91,16030335.0,0.0,1.0,194.327,205.3464,183.3076,5.4585,1.001,4.4575,69.335,147.3956,14.2857,100.0,1211117493.2355,20.5702,186.0468,301.13,301.13,300.19,300.75,293.590239278,33910261.0,0.0,1.0
2019-07-12,199.68,205.3,199.16,204.87,204.87,15366272.0,0.0,1.0,193.198,204.6761,181.7199,5.3095,1.1023,4.2073,71.4798,156.2145,21.4286,100.0,1208057571.7397,19.779,185.6238,299.85,300.73,299.51,300.65,293.492619914,40354410.0,0.0,1.0
2019-07-11,203.26,203.8,200.21,201.23,201.23,13678457.0,0.0,1.0,191.828,203.9303,179.7257,4.9444,1.0127,3.9317,67.9938,148.847,28.5714,100.0,1194843578.8798,18.9486,185.1588,299.32,299.58,298.2,299.31,292.184520427,50889481.0,0.0,1.0
2019-07-10,200.0,202.96,199.67,202.73,202.73,20571702.0,0.0,1.0,190.5185,203.8712,177.1658,4.7771,1.0985,3.6785,71.33,161.7464,0.0,100.0,1200749319.3673,18.1938,184.6463,298.37,299.66,297.78,298.61,291.501184874,58595558.0,0.0,1.0
2019-07-09,194.97,199.46,194.89,199.21,199.21,14698611.0,0.0,1.0,189.287,202.4494,176.1246,4.3412,0.9373,3.4039,67.8977,119.2613,7.1429,100.0,1183053903.9691,17.4662,184.1165,295.54,297.52,295.48,297.19,290.114989896,41101279.0,0.0,1.0
2019-07-08,195.19,196.68,193.64,195.76,195.76,9723858.0,0.0,1.0,188.0675,201.8321,174.3029,4.0803,0.9107,3.1696,63.9724,90.785,0.0,85.7143,1169963456.0982,16.9922,183.8448,297.01,298.26,296.22,296.82,289.753798246,45841772.0,0.0,1.0
2019-07-05,196.18,197.07,194.17,196.4,196.4,11164107.0,0.0,1.0,186.947,201.6415,172.2525,4.039,1.0971,2.9419,65.3488,98.0532,0.0,92.8571,1166125091.0982,16.7473,183.667,297.44,298.64,296.01,298.46,291.354755827,51677326.0,0.0,1.0
2019-07-03,194.16,197.4,194.16,197.2,197.2,10246119.0,0.0,1.0,185.5435,201.6524,169.4346,3.8625,1.1949,2.6676,67.0227,102.5057,0.0,100.0,1160119571.4706,16.4125,183.4955,297.18,298.82,297.02,298.8,291.686661667,40898896.0,0.0,1.0
2019-07-02,193.0,195.0,192.71,195.0,195.0,9049979.0,0.0,1.0,184.092,200.9521,167.2319,3.4996,1.1307,2.3689,64.7148,88.802,0.0,92.8571,1151138405.4336,16.0601,183.3098,295.61,296.49,294.68,296.43,289.373082724,61504544.0,0.0,1.0
2019-07-01,195.21,195.28,191.93,193.0,193.0,14204690.0,0.0,1.0,182.717,200.2658,165.1682,3.2095,1.1233,2.0862,62.4993,87.7109,7.1429,100.0,1142088426.4336,15.8983,183.2818,296.68,296.92,294.33,295.66,288.621413616,79107474.0,0.0,1.0
2019-06-28,190.55,193.2,189.94,193.0,193.0,16378878.0,0.0,1.0,181.2745,199.9141,162.6349,2.9962,1.1908,1.8054,62.4993,84.9703,14.2857,42.8571,1147219075.6575,15.728,183.3435,292.58,293.55,292.01,293.0,286.024738516,59350929.0,0.0,1.0
2019-06-27,189.88,189.95,188.27,189.5,189.5,11158983.0,0.0,1.0,180.498,198.3983,162.5977,2.6803,1.1726,1.5077,58.5746,71.8273,0.0,50.0,1132849875.9397,15.7282,183.3318,291.31,292.06,290.89,291.5,284.560448045,40355239.0,0.0,1.0
2019-06-26,189.54,190.76,187.31,187.66,187.66,12808604.0,0.0,1.0,180.1735,197.6393,162.7077,2.5945,1.3799,1.2145,56.3442,72.1795,0.0,57.1429,1127668919.5468,16.0243,183.42,291.75,292.31,290.35,290.47,283.554968589,51584902.0,0.0,1.0
2019-06-25,192.88,193.14,188.13,188.84,188.84,16750309.0,0.0,1.0,179.9,197.0569,162.7431,2.6345,1.765,0.8696,58.2106,90.7217,0.0,64.2857,1137878676.3584,16.3359,183.5635,293.7,293.73,290.64,290.76,283.838064747,82028656.0,0.0,1.0
2019-06-24,192.42,193.98,191.57,192.6,192.6,15508955.0,0.0,1.0,179.6735,196.4681,162.8789,2.5272,2.0989,0.4283,64.5355,123.0384,0.0,71.4286,1149881392.7876,16.5746,183.712,294.23,294.58,293.47,293.64,286.64950245,47582730.0,0.0,1.0
2019-06-21,188.75,192.0,188.75,191.14,191.14,22751159.0,0.0,1.0,179.0965,194.8348,163.3582,1.9707,2.0671,-0.0964,63.0895,117.5746,7.1429,78.5714,1152133730.6506,16.4403,183.6843,294.13,295.52,293.76,294.0,287.000932162,83309466.0,1.4316,1.0
2019-06-20,190.95,191.16,187.64,189.53,189.53,14635740.0,0.0,1.0,178.583,193.3566,163.8094,1.3803,1.9934,-0.6132,61.4812,118.4208,14.2857,85.7143,1141423185.0291,16.4571,183.7373,296.04,296.31,293.13,295.86,287.417107004,116570017.0,0.0,1.0
2019-06-19,187.0,188.1,184.55,187.48,187.48,21417092.0,0.0,1.0,178.3725,192.627,164.118,0.7706,1.8821,-1.1115,59.3891,94.1474,21.4286,92.8571,1140342136.0518,16.5419,183.5635,292.55,293.65,291.47,293.06,284.69701,78674377.0,0.0,1.0
2019-06-18,194.0,194.53,187.28,188.47,188.47,37571352.0,0.0,1.0,178.2395,192.1982,164.2808,0.1899,1.772,-1.582,60.8717,135.274,28.5714,100.0,1126405943.7927,16.8801,183.471,291.39,293.57,290.99,292.4,284.055844278,85434823.0,0.0,1.0
2019-06-17,185.01,189.5,184.4105,189.01,189.01,29459881.0,0.0,1.0,177.952,191.2786,164.6254,-0.6548,1.3703,-2.025,61.6512,117.2973,35.7143,100.0,1151643527.8258,16.9498,183.2953,289.52,290.22,289.18,289.37,281.112310734,39205709.0,0.0,1.0
2019-06-14,180.51,181.8398,180.0,181.33,181.33,16773691.0,0.0,1.0,177.7665,190.565,164.968,-1.7784,0.5892,-2.3676,53.8454,39.7363,42.8571,7.1429,1127856244.0121,17.4438,183.027,289.26,289.93,288.41,289.26,281.00544978,52324716.0,0.0,1.0
2019-06-13,175.53,178.03,174.606,177.47,177.47,12253569.0,0.0,1.0,178.0495,191.3896,164.7094,-2.4047,0.1102,-2.5149,49.0005,-16.2881,50.0,14.2857,1120378376.1144,17.9882,182.9633,289.4,289.98,288.62,289.58,281.316318009,48945156.0,0.0,1.0
2019-06-12,178.38,179.27,172.88,175.04,175.04,17699806.0,0.0,1.0,178.4895,192.2964,164.6826,-2.7761,-0.2336,-2.5425,45.6666,-31.3505,57.1429,0.0,1112132983.8901,18.1045,182.9983,288.64,289.26,287.82,288.39,280.160276783,47096312.0,0.0,1.0
2019-06-11,178.48,179.98,176.79,178.1,178.1,15266644.0,0.0,1.0,178.774,192.5192,165.0288,-2.9623,-0.4783,-2.4841,49.4463,-5.143,64.2857,7.1429,1117866723.8619,18.227,183.1135,290.99,291.4,288.18,288.9,280.655723023,58641325.0,0.0,1.0
2019-06-10,174.75,177.86,173.8,174.82,174.82,14767918.0,0.0,1.0,178.946,192.7392,165.1528,-3.4685,-1.1041,-2.3645,44.9077,-39.1519,71.4286,14.2857,1120594619.4983,18.7156,183.1385,289.37,290.82,288.87,288.97,280.723725448,60799053.0,0.0,1.0
2019-06-07,170.17,173.87,168.84,173.35,173.35,16917343.0,0.0,1.0,179.622,193.8582,165.3858,-3.7302,-1.6417,-2.0885,42.7694,-85.0804,78.5714,0.0,1127942204.316,18.9797,183.2058,285.93,288.85,285.74,287.65,279.441394003,74272199.0,0.0,1.0
2019-06-06,168.3,169.7,167.23,168.33,168.33,12446354.0,0.0,1.0,180.387,194.8356,165.9384,-3.8603,-2.1822,-1.678,34.7373,-143.3115,85.7143,0.0,1114522681.7375,18.7517,183.3175,283.29,285.55,282.57,284.8,276.672723838,69430381.0,0.0,1.0
2019-06-05,167.48,168.72,164.63,168.17,168.17,19758317.0,0.0,1.0,181.4475,195.3019,167.5931,-3.459,-2.3265,-1.1325,34.4651,-195.8279,92.8571,7.1429,1115883214.361,17.9166,183.5488,282.33,282.99,280.32,282.96,274.885231521,71169717.0,0.0,1.0
2019-06-04,163.71,168.28,160.84,167.5,167.5,46044256.0,0.0,1.0,182.5275,195.4067,169.6483,-2.8802,-2.3294,-0.5508,33.3846,-278.1976,100.0,14.2857,1101438870.1483,16.8895,183.7178,277.12,280.68,276.62,280.53,272.524575907,77231889.0,0.0,1.0
2019-06-03,175.0,175.05,161.01,164.15,164.15,56059609.0,0.0,1.0,183.8465,195.6586,172.0344,-2.0313,-2.0629,0.0315,27.8631,-316.7663,100.0,21.4286,1065049054.9225,15.7433,183.9233,275.31,276.55,273.09,274.57,266.734655141,96427952.0,0.0,1.0
2019-05-31,180.28,180.54,177.16,177.47,177.47,15226536.0,0.0,1.0,185.4125,194.3089,176.5161,-0.5773,-1.1245,0.5472,40.1501,-139.5337,100.0,0.0,1096033568.1589,14.5475,184.22,276.2,277.12,275.24,275.27,267.414679392,86862782.0,0.0,1.0
2019-05-30,183.08,183.48,180.89,183.01,183.01,8581544.0,0.0,1.0,186.1655,194.7906,177.5404,-0.0692,-0.8975,0.8283,48.3916,-69.9558,21.4286,7.1429,1108467070.9282,14.6694,184.1218,279.11,280.04,277.81,279.03,271.067381083,62523780.0,0.0,1.0
2019-05-29,183.5,184.56,181.35,182.19,182.19,12797685.0,0.0,1.0,186.6665,195.6566,177.6764,0.0163,-1.0364,1.0527,46.8934,-70.8065,28.5714,0.0,1103000064.1328,15.2744,183.9015,278.91,279.36,276.71,278.27,270.329069039,104972927.0,0.0,1.0
2019-05-28,181.54,184.7119,181.4537,184.31,184.31,14843308.0,0.0,1.0,187.227,196.4262,178.0278,0.2087,-1.1032,1.3118,50.4065,-63.2172,35.7143,0.0,1109099895.301,15.9736,183.5643,283.09,284.15,280.13,280.15,272.155419885,70029356.0,0.0,1.0
2019-05-24,182.33,183.63,180.83,181.06,181.06,8807701.0,0.0,1.0,187.7505,197.4064,178.0946,0.2353,-1.3523,1.5876,44.4862,-96.3891,42.8571,0.0,1097918440.7693,16.7232,183.1238,283.74,284.2,282.09,282.78,274.710368142,55268095.0,0.0,1.0
2019-05-23,182.42,183.9,179.67,180.87,180.87,12768835.0,0.0,1.0,188.272,197.5453,178.9987,0.5967,-1.329,1.9257,44.1241,-113.3292,50.0,0.0,1105279162.3193,17.369,182.736,283.16,283.21,280.57,282.14,274.088631684,98733847.0,0.0,1.0
2019-05-22,184.73,186.74,183.61,185.32,185.32,9213801.0,0.0,1.0,188.8915,197.7502,180.0328,1.0687,-1.1892,2.2579,51.4181,-61.4498,57.1429,7.1429,1110803268.2413,18.0489,182.361,285.45,286.69,285.1,285.63,277.479038307,49482472.0,0.0,1.0
2019-05-21,184.57,185.7,183.885,184.82,184.82,7502820.0,0.0,1.0,188.7545,197.9097,179.5993,1.2026,-1.3527,2.5552,50.5655,-65.0851,64.2857,0.0,1109949593.3883,18.7486,181.92,285.83,286.93,285.55,286.51,278.333925937,46847085.0,0.0,1.0
2019-05-20,181.88,184.23,181.37,182.72,182.72,10351981.0,0.0,1.0,188.7025,197.9577,179.4473,1.4068,-1.4866,2.8934,46.9334,-95.3212,71.4286,0.0,1109722235.2065,19.6093,181.4568,284.06,285.96,283.12,283.95,275.846980105,62877610.0,0.0,1.0
2019-05-17,184.84,187.58,184.28,185.3,185.3,10485370.0,0.0,1.0,188.6385,198.0743,179.2027,1.8608,-1.4043,3.265,51.2272,-44.4424,78.5714,7.1429,1110301367.0107,20.5908,180.9973,285.14,288.6,285.12,285.84,277.683045583,100353024.0,0.0,1.0
2019-05-16,185.05,188.575,185.05,186.99,186.99,12953111.0,0.0,1.0,188.2875,198.6688,177.9062,2.1505,-1.4656,3.6161,54.2458,-18.6499,85.7143,14.2857,1114304871.9198,21.3646,180.5168,285.84,289.21,285.76,287.7,279.489967164,76749643.0,0.0,1.0
2019-05-15,180.42,187.28,180.02,186.27,186.27,16746904.0,0.0,1.0,187.877,199.0501,176.7039,2.317,-1.6655,3.9825,53.1538,-43.1994,92.8571,0.0,1113000374.2162,22.0806,179.978,281.59,285.77,281.36,285.06,276.925304274,73956407.0,0.0,1.0
2019-05-14,182.52,183.49,178.1,180.73,180.73,17628142.0,0.0,1.0,187.507,199.3392,175.6748,2.569,-1.8298,4.3989,43.5225,-84.1107,100.0,7.1429,1100913077.1143,22.9755,179.3605,281.99,285.1,281.85,283.4,275.312675336,77003230.0,0.0,1.0
2019-05-13,183.5,185.43,180.84,181.54,181.54,16833347.0,0.0,1.0,187.453,199.4175,175.4885,3.4175,-1.4389,4.8563,44.7722,-59.0,100.0,14.2857,1101338245.6597,24.0125,178.854,282.42,283.49,279.93,280.86,272.845158768,127290527.0,0.0,1.0
2019-05-10,188.25,190.0,184.59,188.34,188.34,12578508.0,0.0,1.0,187.331,199.5806,175.0814,4.3682,-0.8479,5.2161,57.6841,4.7492,0.0,21.4286,1113037238.4549,25.1211,178.465,285.62,288.94,282.3,288.1,279.87855245,112429293.0,0.0,1.0
2019-05-09,187.2,189.77,186.26,188.65,188.65,12967033.0,0.0,1.0,186.7895,199.7497,173.8293,4.8258,-0.6023,5.428,58.397,16.0462,0.0,28.5714,1108177888.784,25.7938,178.0108,285.23,287.33,283.3,286.66,278.479645419,103471104.0,0.0,1.0
2019-05-08,189.39,190.72,188.55,189.54,189.54,12505737.0,0.0,1.0,186.248,199.7458,172.7502,5.308,-0.2706,5.5786,60.3866,34.463,7.1429,35.7143,1103486113.311,26.2644,177.6288,287.53,289.43,286.87,287.53,279.324818417,91568287.0,0.0,1.0
2019-05-07,192.54,192.9,187.85,189.77,189.77,16253001.0,0.0,1.0,185.65,199.5647,171.7353,5.7557,0.1095,5.6462,60.8844,45.0108,14.2857,42.8571,1104581085.6751,26.4204,177.1883,290.15,290.81,285.81,287.93,279.713403703,144729908.0,0.0,1.0
2019-05-06,191.24,194.28,190.55,193.88,193.88,13994932.0,0.0,1.0,184.908,199.4341,170.3819,6.2201,0.6012,5.6189,70.5318,77.667,0.0,50.0,1108475369.083,26.5845,176.7457,289.25,293.31,288.9,292.82,284.463858828,107198069.0,0.0,1.0
2019-05-03,194.38,196.16,193.71,195.47,195.47,14575434.0,0.0,1.0,184.0,198.4393,169.5607,6.3037,0.8352,5.4686,74.7888,110.5213,7.1429,57.1429,1097482031.0776,26.3524,176.1388,292.82,294.34,291.3,294.03,285.639329319,56543653.0,0.0,1.0
2019-05-02,193.0,194.0,189.75,192.53,192.53,13209452.0,0.0,1.0,183.0275,196.8526,169.2024,6.157,0.8972,5.2598,71.8741,97.5805,14.2857,64.2857,1091116433.3715,25.5941,175.4803,291.68,292.7,289.52,291.18,282.870659154,65030170.0,0.0,1.0
2019-05-01,194.78,196.1769,193.01,193.03,193.03,15996646.0,0.0,1.0,182.078,195.77,168.386,6.1794,1.144,5.0355,73.2107,134.8192,0.0,71.4286,1087044814.0492,24.9545,174.9798,294.72,294.95,291.8,291.81,283.48268098,71671870.0,0.0,1.0
2019-04-30,194.19,197.39,192.28,193.4,193.4,23494689.0,0.0,1.0,181.1365,194.2647,168.0083,6.0673,1.3178,4.7495,74.1584,165.6416,0.0,78.5714,1102839412.0401,23.7108,174.4355,293.49,294.34,291.92,294.02,285.629614687,81111733.0,0.0,1.0
2019-04-29,190.95,195.41,190.65,194.78,194.78,19641310.0,0.0,1.0,179.9015,192.8283,166.9747,5.7983,1.3783,4.42,77.639,194.9633,0.0,85.7143,1116035059.2866,22.4017,173.7848,293.51,294.45,293.41,293.87,285.483895205,57197747.0,0.0,1.0
2019-04-26,192.5,192.9,189.09,191.49,191.49,22075002.0,0.0,1.0,178.497,190.7382,166.2558,5.23,1.1546,4.0755,75.0462,198.562,7.1429,92.8571,1101592919.5808,21.1457,172.9723,292.1,293.49,291.24,293.41,285.037022126,50916423.0,0.0,1.0
2019-04-25,196.98,198.48,192.12,193.26,193.26,54148789.0,0.0,1.0,177.2,189.1532,165.2468,4.7637,0.9769,3.7868,79.6605,273.1637,14.2857,100.0,1095856895.439,19.9858,172.2213,292.12,292.78,290.73,292.05,283.715832152,57770862.0,0.0,1.0
2019-04-24,184.49,185.14,181.65,182.58,182.58,37289871.0,0.0,1.0,175.8305,186.2931,165.3679,3.9189,0.3763,3.5426,68.9711,118.1695,0.0,100.0,1130593854.4202,18.234,171.46,292.79,293.16,292.07,292.23,283.890695531,50392914.0,0.0,1.0
2019-04-23,182.74,184.22,181.48,183.78,183.78,19954814.0,0.0,1.0,175.0855,185.6411,164.5299,3.8711,0.4226,3.4485,72.9724,125.538,0.0,100.0,1148010040.5892,17.4175,170.9988,290.68,293.14,290.42,292.88,284.522146621,52246633.0,0.0,1.0
2019-04-22,178.25,181.665,178.25,181.44,181.44,13389889.0,0.0,1.0,174.211,184.6377,163.7843,3.6316,0.2887,3.3429,69.8,90.7932,0.0,100.0,1134464071.9615,16.6561,170.5198,289.17,290.44,289.07,290.27,281.986627628,40160140.0,0.0,1.0
2019-04-18,178.8,178.88,177.34,178.28,178.28,11655608.0,0.0,1.0,173.356,184.0717,162.6403,3.5113,0.2406,3.2707,64.5878,65.1864,0.0,92.8571,1122838590.0039,16.1423,170.031,290.1,290.32,288.66,290.02,281.743761824,68708513.0,0.0,1.0
2019-04-17,179.6,180.74,178.36,178.78,178.78,9973732.0,0.0,1.0,172.746,183.6582,161.8338,3.6285,0.418,3.2105,66.2682,84.9014,0.0,100.0,1120265273.952,15.9522,169.575,291.4,291.43,288.99,289.45,281.190027791,58268295.0,0.0,1.0
2019-04-16,179.0,180.17,178.3,178.87,178.87,11215193.0,0.0,1.0,172.079,183.065,161.093,3.6744,0.5683,3.106,66.5577,89.3803,7.1429,92.8571,1126718865.2461,15.5469,169.1695,290.95,291.01,289.5,290.16,281.879766674,52153197.0,0.0,1.0
2019-04-15,178.5,180.5,176.87,179.65,179.65,10834762.0,0.0,1.0,171.214,182.6404,159.7876,3.6703,0.7063,2.964,68.9823,96.2426,14.2857,100.0,1131096988.7167,15.191,168.755,290.24,290.35,289.08,289.97,281.695188663,49596685.0,0.0,1.0
2019-04-12,178.0,179.63,177.95,179.1,179.1,12329812.0,0.0,1.0,170.255,181.9056,158.6044,3.5323,0.7449,2.7874,68.2244,105.5079,0.0,100.0,1125336357.6809,14.8164,168.3263,290.0,290.47,288.26,290.16,281.879766674,69727782.0,0.0,1.0
2019-04-11,178.24,178.4,177.0,177.51,177.51,8070967.0,0.0,1.0,169.599,180.6455,158.5525,3.3607,0.7596,2.6012,65.9938,104.7213,7.1429,85.7143,1120786069.919,14.2225,167.9475,288.83,288.84,287.58,288.21,279.985413404,55093100.0,0.0,1.0
2019-04-10,178.18,178.79,176.54,177.82,177.82,11701479.0,0.0,1.0,169.232,179.6739,158.7901,3.2548,0.8436,2.4113,66.8433,121.8485,14.2857,92.8571,1122976760.9618,13.7324,167.6115,287.77,288.39,287.31,288.29,280.063130461,52601499.0,0.0,1.0
2019-04-09,175.62,179.19,175.55,177.58,177.58,19751031.0,0.0,1.0,169.0095,178.8842,159.1348,3.0407,0.8404,2.2004,66.5336,128.6108,0.0,100.0,1121364557.1885,13.2164,167.292,287.72,288.08,286.7,287.31,279.11109651,66142316.0,0.0,1.0
2019-04-08,175.21,175.5,174.23,174.93,174.93,7297379.0,0.0,1.0,168.7265,177.9022,159.5508,2.7477,0.7574,1.9903,62.9891,101.0219,0.0,85.7143,1119085592.0731,12.6733,166.9973,288.1,288.91,287.37,288.79,280.548862069,53566335.0,0.0,1.0
2019-04-05,176.88,177.0,175.1,175.72,175.72,9594133.0,0.0,1.0,168.5835,177.452,159.715,2.6035,0.8025,1.8009,64.8916,123.9331,0.0,92.8571,1118338616.27,12.4959,166.8073,287.92,288.63,287.6,288.57,280.335140161,58621729.0,0.0,1.0
2019-04-04,176.02,178.0,175.5301,176.02,176.02,17847731.0,0.0,1.0,168.2775,176.5417,160.0133,2.3011,0.7008,1.6003,65.5902,157.2505,7.1429,100.0,1121671315.1015,12.1721,166.5738,286.78,287.46,286.01,287.18,278.984806292,48997505.0,0.0,1.0
2019-04-03,174.5,177.96,172.95,173.54,173.54,27590058.0,0.0,1.0,167.933,175.4148,160.4512,1.8512,0.4261,1.4251,62.4906,147.9229,14.2857,100.0,1132438918.6333,11.7648,166.4355,287.32,287.76,285.75,286.42,278.246494248,68243202.0,0.0,1.0
2019-04-02,170.14,174.9,169.55,174.2,174.2,23946529.0,0.0,1.0,167.8815,175.2211,160.5419,1.5025,0.1839,1.3186,63.9133,113.8776,21.4286,100.0,1153530719.4597,11.34,166.376,286.04,286.23,285.09,285.97,277.809335801,40070351.0,0.0,1.0
2019-04-01,167.83,168.9,167.2789,168.7,168.7,10381490.0,0.0,1.0,167.7345,174.6686,160.8004,0.9684,-0.3042,1.2726,56.1963,17.3364,28.5714,7.1429,1135850571.8802,11.2029,166.2523,284.7,286.16,284.4,285.83,277.67333095,77617945.0,0.0,1.0
2019-03-29,166.39,167.19,164.81,166.69,166.69,13455454.0,0.0,1.0,167.668,174.5892,160.7468,0.8326,-0.5161,1.3486,52.7688,-27.6993,35.7143,0.0,1128030673.3922,11.7769,166.1775,282.39,282.84,281.14,282.48,274.418929178,82186806.0,0.0,1.0
2019-03-28,164.57,166.72,163.33,165.55,165.55,10689171.0,0.0,1.0,167.4475,174.7498,160.1452,0.8518,-0.6259,1.4777,50.7388,-44.2396,42.8571,7.1429,1120228771.493,12.1769,166.1775,280.35,281.21,279.07,280.71,272.699439286,56238545.0,0.0,1.0
2019-03-27,167.85,168.94,164.79,165.87,165.87,10620299.0,0.0,1.0,167.2425,174.9645,159.5205,0.98,-0.6542,1.6341,51.3136,-11.3285,50.0,14.2857,1116917966.316,12.533,165.7993,281.11,281.76,277.93,279.65,271.669688277,72224722.0,0.0,1.0
2019-03-26,167.35,169.45,166.3499,167.68,167.68,15437920.0,0.0,1.0,167.0895,175.0323,159.1467,1.0967,-0.701,1.7977,54.5604,18.5844,57.1429,21.4286,1122010591.6196,13.0884,165.2573,280.99,282.18,279.56,281.12,273.097739204,68125920.0,0.0,1.0
2019-03-25,163.0,166.54,162.0,166.29,166.29,12631230.0,0.0,1.0,166.912,174.9522,158.8718,1.0455,-0.9274,1.9729,52.4133,-34.3739,64.2857,28.5714,1124201211.6022,13.6845,164.752,278.87,280.19,277.64,279.04,271.077095716,85575197.0,0.0,1.0
2019-03-22,165.65,167.42,164.09,164.34,164.34,16389185.0,0.0,1.0,166.8285,174.9273,158.7297,1.1065,-1.0982,2.2048,49.292,-27.2625,71.4286,35.7143,1112961086.2277,14.122,164.32,283.22,283.8,279.18,279.25,271.281102991,122659286.0,0.0,1.0
2019-03-21,164.89,166.39,163.75,166.08,166.08,16223007.0,0.0,1.0,166.706,175.0228,158.3892,1.3668,-1.1125,2.4793,52.1248,-20.3952,78.5714,42.8571,1126889432.6392,14.8422,163.8573,280.64,285.18,280.59,284.73,276.604721413,79550375.0,0.0,1.0
2019-03-20,161.5,166.12,161.24,165.44,165.44,20211474.0,0.0,1.0,166.404,175.2138,157.5942,1.502,-1.2554,2.7574,51.1663,-35.1638,85.7143,50.0,1114476374.2528,15.4681,163.3128,282.16,283.5,280.32,281.55,273.515468387,84609210.0,0.0,1.0
2019-03-19,161.48,163.82,160.82,161.57,161.57,25611488.0,0.0,1.0,166.26,175.221,157.299,1.7179,-1.3534,3.0713,44.9811,-70.741,92.8571,57.1429,1099897606.1216,16.0929,162.866,283.51,284.36,281.41,282.4,274.34121212,90268121.0,0.0,1.0
2019-03-18,163.57,163.9,159.28,160.47,160.47,37524191.0,0.0,1.0,166.296,175.1869,157.4051,2.3624,-1.0472,3.4097,43.0783,-85.7594,100.0,64.2857,1112703350.1216,16.4593,162.5778,281.55,282.66,281.3,282.33,274.273209695,62199806.0,0.0,1.0
2019-03-15,167.16,167.58,162.51,165.98,165.98,37126000.0,0.0,1.0,166.3975,175.0635,157.7315,3.2628,-0.4087,3.6715,51.3367,-15.9476,14.2857,71.4286,1130896897.2732,16.845,162.2735,280.54,282.21,280.33,281.31,273.282317215,81308979.0,1.2331,1.0
2019-03-14,169.76,171.15,168.16,170.17,170.17,18037364.0,0.0,1.0,166.296,175.0265,157.5655,3.8034,0.0298,3.7737,59.3741,62.6272,0.0,78.5714,1117203481.0996,17.5983,161.8125,281.37,281.84,280.67,281.16,271.944550436,67518366.0,0.0,1.0
2019-03-13,172.32,174.03,172.12,173.37,173.37,11973280.0,0.0,1.0,165.991,174.584,157.398,4.0116,0.2454,3.7662,66.7897,129.8888,0.0,85.7143,1110989940.9926,17.9534,161.282,280.48,282.38,280.3,281.34,272.11865066,80639153.0,0.0,1.0
2019-03-12,172.09,173.8,171.2178,171.92,171.92,12155264.0,0.0,1.0,165.5745,173.4762,157.6728,3.8931,0.1883,3.7049,64.9476,136.8492,7.1429,92.8571,1107291388.5318,17.7401,160.5825,279.06,280.07,278.85,279.49,270.329287243,79667530.0,0.0,1.0
2019-03-11,171.6,174.3,171.58,172.07,172.07,18883983.0,0.0,1.0,165.268,172.6176,157.9184,3.8329,0.1751,3.6578,65.2955,167.8448,14.2857,100.0,1112835680.1975,17.5385,159.8795,275.26,278.62,275.23,278.44,269.313702601,65098897.0,0.0,1.0
2019-03-08,166.2,169.62,165.97,169.6,169.6,13184831.0,0.0,1.0,165.031,171.7681,158.2939,3.685,0.071,3.614,62.1995,90.0307,21.4286,85.7143,1124915875.2049,17.2724,159.1828,272.94,274.65,272.42,274.46,265.464153196,85795799.0,0.0,1.0
2019-03-07,171.5,171.74,167.61,169.13,169.13,18306504.0,0.0,1.0,164.87,171.31,158.43,3.6942,0.0979,3.5963,61.5941,124.8024,28.5714,92.8571,1111875535.5035,17.462,158.5485,276.83,276.99,274.07,275.01,265.996126104,94885089.0,0.0,1.0
2019-03-06,172.9,173.57,171.27,172.51,172.51,21531723.0,0.0,1.0,164.938,171.582,158.294,3.6999,0.1281,3.5718,68.9703,197.0981,35.7143,100.0,1116707034.1379,17.4229,157.8835,279.15,279.16,276.97,277.33,268.240084551,75039771.0,0.0,1.0
