date,Googl_open,Googl_high,Googl_low,Googl_close,Googl_adjusted_close,Googl_volume,Googl_dividend,Googl_split_coefficent,Googl_Real Upper Band,Googl_Real Middle Band,Googl_Real Lower Band,Googl_MACD_Hist,Googl_MACD_Signal,Googl_MACD,Googl_RSI,Googl_CCI,Googl_Aroon Up,Googl_Aroon Down,Googl_Chaikin A/D,Googl_ADX,Googl_SMA,SPY_open,SPY_high,SPY_low,SPY_close,SPY_adjusted_close,SPY_volume,SPY_dividend,SPY_split_coefficent
2018-03-09,1139.5,1161.0,1134.29,1160.84,1160.84,2070174.0,0.0,1.0,1158.054,1099.573,1041.092,5.645,-0.1348,5.5103,62.249,147.6978,100.0,64.2857,343388811.7432,22.0523,1118.0388,275.7,278.87,275.34,278.87,264.66857427,113625335.0,0.0,1.0
2018-03-08,1117.2,1131.44,1117.2,1129.38,1129.38,1510478.0,0.0,1.0,1156.1238,1091.9165,1027.7092,2.7531,-1.546,1.2071,56.2671,88.472,50.0,71.4286,341343439.5283,22.8554,1116.7713,273.55,274.24,272.42,274.1,260.141486023,66901150.0,0.0,1.0
2018-03-07,1092.82,1116.2,1089.91,1115.04,1115.04,1537429.0,0.0,1.0,1151.8867,1088.218,1024.5493,1.1346,-2.2343,-1.0997,53.1232,48.2711,57.1429,0.0,340269981.8485,23.8464,1116.3565,270.42,273.18,270.2,272.78,258.888706886,87063502.0,0.0,1.0
2018-03-06,1102.1,1105.63,1094.5,1100.9,1100.9,1169068.0,0.0,1.0,1149.164,1086.6875,1024.211,-0.05,-2.5179,-2.5679,49.8203,35.8468,64.2857,0.0,338868225.5484,24.5594,1116.3358,273.3,273.39,271.18,272.88,258.983614396,79213163.0,0.0,1.0
2018-03-05,1078.13,1101.18,1072.27,1094.76,1094.76,1432369.0,0.0,1.0,1147.7395,1084.762,1021.7845,-0.4594,-2.5055,-2.9648,48.3529,10.6338,71.4286,0.0,338692812.8296,25.0699,1116.5705,267.73,272.89,267.61,272.19,258.328752575,97307387.0,0.0,1.0
2018-03-02,1057.98,1086.89,1050.11,1084.14,1084.14,2508145.0,0.0,1.0,1150.6167,1085.984,1021.3513,-0.4126,-2.3906,-2.8032,45.8078,-32.3969,78.5714,0.0,337896611.8669,25.5055,1116.5955,265.8,269.72,264.82,269.08,255.377129001,139083217.0,0.0,1.0
2018-03-01,1109.54,1111.27,1067.29,1071.41,1071.41,2766856.0,0.0,1.0,1167.732,1090.8565,1013.981,0.8127,-2.2875,-1.4747,42.6629,-19.0032,85.7143,7.1429,335763529.333,25.6315,1116.78,271.41,273.17,266.0,267.7,254.067405357,176855077.0,0.0,1.0
2018-02-28,1122.0,1127.65,1103.0,1103.92,1103.92,2431023.0,0.0,1.0,1182.3091,1096.397,1010.4849,4.0291,-2.4906,1.5384,49.4711,27.9234,92.8571,14.2857,338011993.031,26.0306,1116.825,275.68,276.19,271.29,271.65,257.816252018,121907767.0,0.0,1.0
2018-02-27,1143.7,1144.25,1116.79,1117.51,1117.51,2094863.0,0.0,1.0,1192.9508,1100.0695,1007.1882,5.5497,-3.4979,2.0518,52.7379,45.2934,100.0,21.4286,340261552.2452,27.0955,1115.562,278.11,278.92,274.36,274.43,260.454680808,99099165.0,0.0,1.0
2018-02-26,1131.86,1144.2,1129.34,1143.7,1143.7,1489118.0,0.0,1.0,1203.5774,1103.518,1003.4586,6.1789,-4.8854,1.2936,59.8051,57.5607,100.0,28.5714,342246560.8126,28.5041,1114.023,275.93,278.01,275.26,277.9,263.747971419,86491406.0,0.0,1.0
2018-02-23,1118.66,1129.0,1108.44,1128.09,1128.09,1234539.0,0.0,1.0,1210.9837,1105.711,1000.4383,4.0704,-6.4301,-2.3597,56.5852,24.7785,85.7143,35.7143,340857652.6376,29.7448,1111.9355,271.79,274.71,271.25,274.71,260.720421837,92766428.0,0.0,1.0
2018-02-22,1119.17,1125.46,1105.15,1109.9,1109.9,1386115.0,0.0,1.0,1218.51,1108.4135,998.317,2.0488,-7.4477,-5.3989,52.4649,7.0029,0.0,42.8571,339732396.7592,31.2461,1110.3795,271.1,273.05,269.64,270.4,256.629908138,110511290.0,0.0,1.0
2018-02-21,1109.1,1136.2,1107.51,1113.75,1113.75,2024534.0,0.0,1.0,1224.9458,1111.483,998.0202,0.6125,-7.9599,-7.3474,53.4621,9.9474,7.1429,50.0,340470156.6386,32.7492,1109.3535,271.9,274.72,269.94,270.05,256.297731852,98883740.0,0.0,1.0
2018-02-20,1092.76,1116.29,1090.0,1103.59,1103.59,1646405.0,0.0,1.0,1231.5258,1114.604,997.6822,-2.0065,-8.113,-10.1195,51.1886,-14.0322,0.0,57.1429,341614028.9334,34.3788,1108.281,272.03,273.67,270.5,271.4,257.578983242,86369662.0,0.0,1.0
2018-02-16,1093.38,1108.31,1091.55,1095.5,1095.5,1971928.0,0.0,1.0,1236.3798,1117.6325,998.8852,-4.8646,-7.6114,-12.476,49.3595,-22.8524,0.0,64.2857,341558292.895,35.6637,1107.5303,272.32,275.32,272.27,273.11,259.20190167,160420135.0,0.0,1.0
2018-02-15,1083.45,1094.1,1067.23,1091.36,1091.36,1806206.0,0.0,1.0,1238.8337,1120.0325,1001.2313,-8.0834,-6.3952,-14.4787,48.4414,-42.7666,7.1429,71.4286,342600732.1599,36.8334,1107.1373,271.57,273.04,268.77,273.03,259.125975662,111200286.0,0.0,1.0
2018-02-14,1054.32,1075.47,1049.8,1072.7,1072.7,2029979.0,0.0,1.0,1240.5009,1122.263,1004.0251,-12.0283,-4.3744,-16.4027,44.208,-69.8767,14.2857,78.5714,341162892.6981,37.7279,1106.9805,264.31,270.0,264.3,269.59,255.861157304,120735685.0,0.0,1.0
2018-02-13,1050.0,1061.22,1046.92,1054.14,1054.14,1574121.0,0.0,1.0,1241.779,1125.583,1009.387,-15.3525,-1.3673,-16.7199,39.6298,-94.1104,21.4286,85.7143,339571015.9053,38.1927,1106.963,263.97,266.62,263.31,266.0,252.45397768,81223640.0,0.0,1.0
2018-02-12,1056.67,1065.57,1045.49,1054.56,1054.56,2796258.0,0.0,1.0,1240.8889,1129.411,1017.9331,-17.4626,2.4708,-14.9918,39.6983,-107.081,28.5714,92.8571,339555604.9305,38.2877,1107.0463,263.83,267.01,261.66,265.34,251.827588112,143735976.0,0.0,1.0
2018-02-09,1025.88,1051.72,997.0,1046.27,1046.27,4436032.0,0.0,1.0,1239.2777,1133.2155,1027.1533,-19.4472,6.8365,-12.6108,37.7269,-161.6385,35.7143,100.0,339825761.3309,38.3877,1106.967,260.8,263.61,252.92,261.5,248.183139712,283565315.0,0.0,1.0
2018-02-08,1059.87,1063.93,1004.7,1007.71,1007.71,3067173.0,0.0,1.0,1235.4167,1136.5045,1037.5923,-20.2426,11.6983,-8.5443,27.4879,-199.5695,42.8571,100.0,336273368.7461,38.1074,1107.0295,268.01,268.17,257.59,257.63,244.510219059,246449505.0,0.0,1.0
2018-02-07,1084.97,1086.53,1054.62,1055.41,1055.41,2544683.0,0.0,1.0,1222.2492,1141.626,1061.0028,-16.0625,16.7589,0.6964,33.8882,-151.8472,50.0,92.8571,339028801.3872,37.8989,1108.136,268.5,272.36,267.58,267.67,254.038933104,167376100.0,0.0,1.0
2018-02-06,1033.98,1087.38,1030.01,1084.43,1084.43,3732527.0,0.0,1.0,1216.2365,1144.495,1072.7535,-13.1505,20.7745,7.6241,39.021,-163.743,57.1429,100.0,341447486.2944,38.3479,1107.9853,259.94,269.7,258.7,269.13,255.424582756,355026782.0,0.0,1.0
2018-02-05,1100.61,1114.99,1056.74,1062.39,1062.39,3742469.0,0.0,1.0,1213.8062,1145.984,1078.1618,-10.6616,24.0621,13.4006,31.7285,-156.3403,64.2857,100.0,338098816.8733,38.8205,1106.9887,273.45,275.85,263.31,263.93,250.489392215,294681816.0,0.0,1.0
2018-02-02,1127.42,1131.3,1111.17,1119.2,1119.2,5798880.0,0.0,1.0,1206.9805,1148.379,1089.7775,-3.9048,26.7275,22.8227,44.4523,-64.3664,71.4286,0.0,341115279.0115,39.7586,1106.247,280.08,280.23,275.41,275.45,261.422737414,173174790.0,0.0,1.0
2018-02-01,1175.99,1187.45,1169.36,1181.59,1181.59,2774967.0,0.0,1.0,1208.9492,1147.207,1085.4648,1.0288,27.7037,28.7325,75.2092,78.9052,78.5714,0.0,342287730.159,41.7194,1103.757,281.07,283.06,280.68,281.58,267.240567802,90102470.0,0.0,1.0
2018-01-31,1183.81,1186.32,1172.1,1182.22,1182.22,1643877.0,0.0,1.0,1206.8498,1142.7035,1078.5572,2.0586,27.4466,29.5052,75.7003,90.4371,85.7143,0.0,341310585.892,41.4481,1099.514,282.73,283.3,280.68,281.9,267.544271835,118948131.0,0.0,1.0
2018-01-30,1177.72,1187.93,1174.51,1177.37,1177.37,1792602.0,0.0,1.0,1205.4401,1137.253,1069.0659,3.0662,26.9319,29.9981,74.5104,101.1805,92.8571,7.1429,340614654.8414,41.0099,1095.5853,282.6,284.74,281.22,281.76,267.41140132,131796419.0,0.0,1.0
2018-01-29,1188.0,1198.0,1184.06,1186.48,1186.48,1533931.0,0.0,1.0,1205.7551,1131.0545,1056.3539,4.5193,26.1654,30.6847,81.4683,130.8177,100.0,14.2857,341643196.9725,40.4163,1092.0553,285.93,286.43,284.5,284.68,270.182700624,90118337.0,0.0,1.0
2018-01-26,1187.53,1187.56,1168.03,1187.56,1187.56,1981476.0,0.0,1.0,1201.4925,1124.528,1047.5635,5.1516,25.0355,30.1872,82.3144,126.9001,100.0,0.0,342644543.6081,39.2512,1088.3277,284.25,286.63,283.96,286.58,271.985943322,107743119.0,0.0,1.0
2018-01-25,1180.71,1185.0,1171.84,1182.14,1182.14,1398961.0,0.0,1.0,1194.2806,1118.16,1042.0394,5.2555,23.7476,29.0031,81.4149,138.9997,92.8571,0.0,340663067.6081,38.1732,1085.221,284.16,284.27,282.4,283.3,268.872976981,84587313.0,0.0,1.0
2018-01-24,1184.98,1187.05,1167.4,1171.29,1171.29,1818182.0,0.0,1.0,1185.7464,1112.3455,1038.9446,5.188,22.4337,27.6218,79.4742,147.4729,100.0,0.0,339872165.6446,36.8131,1082.4678,284.02,284.7,281.84,283.18,268.759087968,134816117.0,0.0,1.0
2018-01-23,1170.62,1178.51,1167.25,1176.17,1176.17,1832126.0,0.0,1.0,1177.6944,1107.224,1036.7536,5.425,21.1367,26.5617,83.0982,159.6237,100.0,0.0,340970477.1123,35.3814,1079.5985,282.74,283.62,282.37,283.29,268.86348623,97084700.0,0.0,1.0
2018-01-22,1143.82,1166.88,1141.82,1164.16,1164.16,1437954.0,0.0,1.0,1166.5263,1101.958,1037.3897,4.5449,19.7805,24.3254,81.132,139.2669,100.0,0.0,339899838.6505,33.9829,1076.4923,280.17,282.69,280.11,282.69,268.294041167,91322408.0,0.0,1.0
2018-01-19,1138.03,1143.78,1132.5,1143.5,1143.5,1418376.0,0.0,1.0,1156.3724,1097.428,1038.4836,3.6958,18.6443,22.3401,76.8259,111.8343,78.5714,7.1429,338774034.2818,32.6712,1073.6458,279.8,280.41,279.14,280.41,266.13014993,140920098.0,0.0,1.0
2018-01-18,1139.35,1140.59,1124.46,1135.97,1135.97,1333633.0,0.0,1.0,1149.6641,1094.242,1038.8199,3.8644,17.7203,21.5847,74.8861,109.0146,85.7143,14.2857,337426074.1115,31.6756,1070.9248,279.48,279.96,278.58,279.14,264.924824548,100728006.0,0.0,1.0
2018-01-17,1136.36,1139.32,1123.49,1139.1,1139.1,1353097.0,0.0,1.0,1143.7963,1091.698,1039.5997,4.3191,16.7542,21.0733,77.3863,125.3366,92.8571,21.4286,336856406.9466,30.6885,1068.4228,278.03,280.05,276.97,279.61,265.370889847,113258799.0,0.0,1.0
2018-01-16,1140.31,1148.88,1126.66,1130.7,1130.7,1783881.0,0.0,1.0,1136.2744,1088.343,1040.4116,4.1209,15.6744,19.7954,75.3341,150.2079,100.0,28.5714,335540919.718,29.6733,1066.157,279.35,280.09,276.18,276.97,262.865331572,106555142.0,0.0,1.0
2018-01-12,1110.1,1131.3,1108.01,1130.65,1130.65,1914460.0,0.0,1.0,1130.2402,1084.6815,1039.1228,4.0874,14.6442,18.7316,75.3217,135.6548,100.0,35.7143,336676116.718,28.43,1063.7998,276.42,278.11,276.08,277.92,263.766952921,90816076.0,0.0,1.0
2018-01-11,1112.31,1114.85,1106.48,1112.05,1112.05,1102461.0,0.0,1.0,1123.284,1080.7185,1038.153,3.4841,13.6224,17.1065,70.1464,114.3099,78.5714,42.8571,334868517.946,27.4456,1061.5745,274.75,276.12,274.56,276.12,262.058617734,62361455.0,0.0,1.0
2018-01-10,1107.0,1112.78,1103.98,1110.14,1110.14,1027781.0,0.0,1.0,1119.7396,1077.5545,1035.3694,3.9259,12.7514,16.6772,69.5372,123.0323,85.7143,50.0,334503665.2614,26.7791,1059.8033,273.68,274.42,272.92,274.12,260.160467525,69574318.0,0.0,1.0
2018-01-09,1118.44,1118.44,1108.2,1112.79,1112.79,1335995.0,0.0,1.0,1115.4418,1074.646,1033.8502,4.3113,11.7699,16.0812,71.4146,161.0099,92.8571,57.1429,334092552.8614,26.1284,1058.1535,274.4,275.25,274.08,274.54,260.559079069,57253957.0,0.0,1.0
2018-01-08,1111.0,1119.16,1110.0,1114.21,1114.21,1148958.0,0.0,1.0,1109.6955,1071.4755,1033.2555,4.1247,10.6921,14.8168,72.387,198.7945,100.0,64.2857,334230849.2188,25.2071,1056.5268,273.31,274.1,272.98,273.92,259.970652505,57319192.0,0.0,1.0
2018-01-05,1103.45,1113.58,1101.8,1110.29,1110.29,1493389.0,0.0,1.0,1102.516,1067.9935,1033.471,3.1819,9.6609,12.8428,71.3883,209.7295,100.0,71.4286,334323668.9699,24.1372,1055.1288,272.51,273.56,271.95,273.42,259.496114953,83523995.0,0.0,1.0
2018-01-04,1097.09,1104.08,1094.26,1095.76,1095.76,1289293.0,0.0,1.0,1096.0944,1064.115,1032.1356,1.6702,8.8654,10.5356,67.3204,182.6657,100.0,0.0,333664448.0191,23.1274,1053.6813,271.2,272.16,270.54,271.61,257.778289014,80636408.0,0.0,1.0
2018-01-03,1073.93,1096.1,1073.43,1091.52,1091.52,1550593.0,0.0,1.0,1094.3762,1060.307,1026.2378,0.4691,8.4478,8.917,66.011,141.0537,100.0,0.0,334559863.3205,22.274,1052.3543,268.96,270.64,268.96,270.47,256.696343396,90070416.0,0.0,1.0
2018-01-02,1053.02,1075.98,1053.02,1073.21,1073.21,1555809.0,0.0,1.0,1093.3603,1056.3245,1019.2887,-1.1775,8.3306,7.153,59.5044,53.9108,35.7143,0.0,333635800.1785,21.5655,1051.316,267.84,268.81,267.4,268.77,255.082915719,86655749.0,0.0,1.0
2017-12-29,1055.49,1058.05,1052.7,1053.4,1053.4,1156357.0,0.0,1.0,1092.4768,1053.9175,1015.3582,-1.9631,8.6249,6.6618,49.8619,2.3307,42.8571,7.1429,332455391.0853,21.3808,1050.56,268.53,268.55,266.64,266.86,253.27018227,96007424.0,0.0,1.0
2017-12-28,1062.25,1064.84,1053.38,1055.95,1055.95,982285.0,0.0,1.0,1092.3853,1053.056,1013.7267,-1.1608,9.1157,7.9549,51.3226,20.2811,50.0,0.0,333309149.9918,21.831,1050.29,267.89,267.92,267.45,267.87,254.228748125,45116139.0,0.0,1.0
2017-12-27,1066.6,1068.27,1058.38,1060.2,1060.2,1027634.0,0.0,1.0,1092.0125,1052.1275,1012.2425,-0.1758,9.4059,9.2301,53.7599,41.0987,57.1429,0.0,333850863.8836,22.2697,1049.7173,267.38,267.73,267.01,267.32,253.706756818,57750986.0,0.0,1.0
2017-12-26,1068.64,1068.86,1058.64,1065.85,1065.85,914574.0,0.0,1.0,1092.3146,1052.282,1012.2494,0.8409,9.4499,10.2908,57.1079,48.8109,64.2857,0.0,334500278.6966,22.4737,1049.0405,267.05,267.44,266.89,267.19,253.583377054,45244433.0,0.0,1.0
2017-12-22,1070.0,1071.72,1067.64,1068.86,1068.86,860800.0,0.0,1.0,1093.127,1052.59,1012.053,1.6799,9.2397,10.9195,58.9232,68.4156,71.4286,7.1429,334124426.3678,22.6751,1048.236,267.6,267.64,266.9,267.51,253.887081088,78720873.0,0.0,1.0
2017-12-21,1075.39,1077.52,1069.0,1070.85,1070.85,1211012.0,0.0,1.0,1091.8713,1051.973,1012.0747,2.4371,8.8197,11.2568,60.0959,87.6369,78.5714,14.2857,334470434.2109,22.4151,1046.3,267.74,268.39,267.3,267.58,253.953516345,67032339.0,0.0,1.0
2017-12-20,1080.92,1081.23,1068.6,1073.56,1073.56,1429035.0,0.0,1.0,1089.9755,1051.0265,1012.0775,3.1105,8.2104,11.3209,61.6474,108.1178,85.7143,21.4286,335155537.2438,22.0678,1044.3153,268.27,268.33,266.69,267.03,253.431525038,76751500.0,0.0,1.0
2017-12-19,1083.02,1084.97,1072.27,1079.78,1079.78,1287930.0,0.0,1.0,1087.4157,1049.8635,1012.3113,3.5293,7.4328,10.9621,65.2369,143.0892,92.8571,28.5714,335462163.1227,21.7022,1042.1885,268.48,268.53,267.09,267.17,253.564395552,82382876.0,0.0,1.0
2017-12-18,1076.45,1086.49,1070.37,1085.09,1085.09,1482768.0,0.0,1.0,1083.0622,1047.6075,1012.1528,3.161,6.5504,9.7114,68.3938,168.3006,100.0,35.7143,335226887.7211,21.131,1039.8325,268.1,268.6,267.98,268.2,254.541942909,83653572.0,0.0,1.0
2017-12-15,1063.78,1075.25,1060.09,1072.0,1072.0,3080738.0,0.0,1.0,1076.4413,1045.1475,1013.8537,1.673,5.7602,7.4332,64.4566,131.8337,7.1429,42.8571,334001672.4754,20.5297,1037.832,265.45,267.04,265.39,266.51,252.938005983,144610290.0,1.3513,1.0
2017-12-14,1055.49,1067.08,1053.6,1057.47,1057.47,1531504.0,0.0,1.0,1072.8113,1043.971,1015.1307,0.408,5.342,5.75,59.2207,91.9538,14.2857,50.0,332241831.3752,20.1882,1036.078,267.09,267.22,265.6,265.66,250.859315591,100666692.0,0.0,1.0
2017-12-13,1052.08,1055.48,1046.58,1051.39,1051.39,1369580.0,0.0,1.0,1071.2432,1042.918,1014.5928,-0.2425,5.2399,4.9974,56.7448,50.3811,21.4286,57.1429,332893970.3188,20.0595,1034.9598,267.06,267.56,266.65,266.75,251.888588549,102905409.0,0.0,1.0
2017-12-12,1050.0,1062.5,1044.87,1048.77,1048.77,1684977.0,0.0,1.0,1070.49,1042.4305,1014.371,-0.7173,5.3006,4.5832,55.6678,61.1019,28.5714,64.2857,332783172.8356,20.2832,1033.95,267.21,267.32,266.35,266.78,251.916917162,85195750.0,0.0,1.0
2017-12-11,1051.11,1056.0,1044.12,1051.97,1051.97,1096997.0,0.0,1.0,1069.9631,1042.052,1014.1409,-1.2252,5.4799,4.2547,57.2855,57.8379,35.7143,71.4286,333722669.3705,20.5188,1032.9645,266.31,266.38,265.48,266.31,251.473102217,83077533.0,0.0,1.0
2017-12-08,1051.81,1056.42,1045.86,1049.38,1049.38,1479665.0,0.0,1.0,1069.2223,1041.661,1014.0997,-2.3386,5.7862,3.4476,56.3318,61.0085,42.8571,78.5714,333369931.2779,20.9735,1031.862,265.16,265.52,264.03,265.51,250.717672523,76563873.0,0.0,1.0
2017-12-07,1036.07,1048.92,1035.36,1044.57,1044.57,1437448.0,0.0,1.0,1069.0557,1041.578,1014.1003,-3.7398,6.3709,2.631,54.5831,10.9494,50.0,85.7143,333863152.9446,21.3815,1030.7688,264.07,264.43,262.94,264.07,249.357899074,77218569.0,0.0,1.0
2017-12-06,1016.52,1039.58,1015.31,1032.72,1032.72,1369276.0,0.0,1.0,1070.6754,1042.264,1013.8526,-5.2656,7.3058,2.0403,50.0028,-85.4256,57.1429,92.8571,333347961.4048,22.0473,1029.7958,263.3,263.73,262.71,263.24,248.574140767,75898566.0,0.0,1.0
2017-12-05,1010.99,1036.68,1002.32,1019.6,1019.6,1927802.0,0.0,1.0,1071.6311,1043.2475,1014.8639,-6.1591,8.6222,2.4631,44.2195,-162.4206,64.2857,100.0,332752746.6623,23.0614,1028.6728,263.19,265.15,263.04,263.19,248.526926411,77994544.0,0.0,1.0
2017-12-04,1027.8,1031.34,1009.22,1011.87,1011.87,1896325.0,0.0,1.0,1070.6413,1044.4015,1018.1617,-5.8591,10.162,4.3029,40.4509,-210.3801,71.4286,100.0,332741525.4632,24.2292,1027.9905,266.31,266.8,264.08,264.14,249.423999172,94040560.0,0.0,1.0
2017-12-01,1030.41,1037.24,1016.9,1025.07,1025.07,1866985.0,0.0,1.0,1067.9542,1046.3075,1024.6608,-4.2512,11.6268,7.3755,45.3042,-179.002,78.5714,100.0,334183486.8782,25.2122,1027.5348,264.76,265.31,260.76,264.46,249.72617105,164390902.0,0.0,1.0
2017-11-30,1039.94,1044.14,1030.07,1036.17,1036.17,2231818.0,0.0,1.0,1066.6292,1047.2025,1027.7758,-2.8435,12.6896,9.8461,49.9874,-95.6016,85.7143,21.4286,334550642.2371,25.9604,1026.5378,263.76,266.05,263.67,265.01,250.245528964,127894389.0,0.0,1.0
2017-11-29,1056.18,1058.77,1029.65,1037.38,1037.38,2787784.0,0.0,1.0,1066.4152,1047.524,1028.6328,-1.6745,13.4005,11.726,50.5159,-48.1549,92.8571,28.5714,334847266.2357,26.212,1024.803,263.02,263.63,262.2,262.71,248.073668594,77512102.0,0.0,1.0
2017-11-28,1073.99,1080.0,1054.54,1063.29,1063.29,1694098.0,0.0,1.0,1066.7509,1047.307,1027.8631,0.0126,13.8191,13.8317,63.9646,191.1293,100.0,35.7143,336154997.3291,26.4768,1023.1705,260.76,262.9,260.65,262.87,248.224754533,98971719.0,0.0,1.0
2017-11-27,1058.57,1073.04,1054.77,1072.01,1072.01,1708195.0,0.0,1.0,1064.7219,1045.799,1026.8761,-0.1359,13.8159,13.68,69.7693,230.5537,100.0,42.8571,336684652.4776,25.5724,1020.775,260.41,260.75,260.0,260.23,245.731836544,52274922.0,0.0,1.0
2017-11-24,1054.39,1060.07,1051.92,1056.52,1056.52,825342.0,0.0,1.0,1059.2246,1043.882,1028.5394,-1.4503,13.8499,12.3996,64.4474,159.6624,21.4286,50.0,335169061.8399,24.7741,1018.3178,260.32,260.48,260.16,260.36,245.854593869,27856514.0,0.0,1.0
2017-11-22,1051.16,1055.43,1047.25,1051.92,1051.92,721498.0,0.0,1.0,1067.3014,1040.627,1013.9526,-2.0504,14.2125,12.1621,62.6335,102.7166,28.5714,0.0,335062729.435,24.2489,1016.025,260.0,260.15,259.57,259.76,245.288021598,45033392.0,0.0,1.0
2017-11-21,1040.04,1050.39,1039.14,1050.3,1050.3,1075568.0,0.0,1.0,1071.2632,1037.604,1003.9448,-2.5746,14.7251,12.1505,61.9995,61.8511,35.7143,7.1429,334960414.3152,23.8181,1013.7245,259.18,260.2,258.26,259.99,245.505207635,69176799.0,0.0,1.0
2017-11-20,1036.0,1038.7,1032.68,1034.66,1034.66,850423.0,0.0,1.0,1073.8192,1034.5135,995.2078,-3.2449,15.3687,12.1238,55.1822,6.5033,42.8571,0.0,333902055.4032,23.5002,1010.9028,258.14,258.52,257.86,258.3,243.909362407,48075514.0,0.0,1.0
2017-11-17,1049.8,1051.0,1033.73,1035.89,1035.89,1286044.0,0.0,1.0,1076.7843,1032.0575,987.3307,-2.674,16.1799,13.5059,55.9148,33.4621,50.0,0.0,334193063.9381,23.5038,1008.3933,258.22,258.59,257.77,257.86,243.493876075,75756833.0,0.0,1.0
2017-11-16,1038.75,1051.76,1038.0,1048.47,1048.47,1125995.0,0.0,1.0,1076.7087,1030.5165,984.3243,-1.9002,16.8485,14.9483,63.9811,57.7396,0.0,7.1429,335157410.7708,23.4563,1006.0775,257.52,259.04,257.47,258.62,244.211534285,67777027.0,0.0,1.0
2017-11-15,1035.0,1039.63,1030.76,1036.41,1036.41,900695.0,0.0,1.0,1075.2166,1028.185,981.1534,-2.0326,17.3235,15.2909,58.674,25.7853,7.1429,0.0,334569863.9612,23.2008,1003.5545,256.62,257.22,255.63,256.44,242.152988369,80811525.0,0.0,1.0
2017-11-14,1037.72,1042.3,1029.33,1041.64,1041.64,982782.0,0.0,1.0,1074.336,1027.0015,979.667,-1.0978,17.8316,16.7338,62.3749,35.6061,14.2857,0.0,334323112.1179,23.2812,1001.3328,257.41,257.85,256.52,257.73,243.37111875,61315152.0,0.0,1.0
2017-11-13,1040.8,1048.74,1039.26,1041.2,1041.2,914852.0,0.0,1.0,1072.793,1025.4695,978.146,-0.3066,18.1061,17.7995,62.1886,55.64,21.4286,0.0,333440351.1079,23.3658,998.7133,257.31,258.59,257.27,258.33,243.937691021,50228648.0,0.0,1.0
2017-11-10,1043.87,1046.63,1041.22,1044.15,1044.15,955500.0,0.0,1.0,1071.1195,1023.877,976.6345,0.7629,18.1827,18.9457,64.1668,63.5997,28.5714,7.1429,333980770.0108,22.9846,995.927,257.73,258.29,257.37,258.09,243.711062112,59984662.0,0.0,1.0
2017-11-09,1048.0,1050.88,1035.85,1047.72,1047.72,1776722.0,0.0,1.0,1068.8362,1022.063,975.2898,1.8406,17.992,19.8326,66.5454,72.5931,35.7143,14.2857,333901292.192,22.6383,993.2055,257.73,258.39,256.36,258.17,243.786605082,93981044.0,0.0,1.0
2017-11-08,1050.05,1062.69,1047.05,1058.29,1058.29,1214600.0,0.0,1.0,1065.7007,1019.9595,974.2183,2.7809,17.5319,20.3127,74.0972,117.1594,42.8571,21.4286,332871668.1986,22.2738,990.5158,258.47,259.22,258.15,259.11,244.674234972,50469579.0,0.0,1.0
2017-11-07,1049.65,1053.41,1043.0,1052.39,1052.39,1254965.0,0.0,1.0,1059.891,1017.3275,974.764,2.7172,16.8366,19.5538,72.4784,113.0047,50.0,28.5714,332340474.8482,21.3605,987.8195,258.97,259.35,258.09,258.67,244.25874864,57502161.0,0.0,1.0
2017-11-06,1049.1,1052.59,1042.0,1042.68,1042.68,897897.0,0.0,1.0,1055.31,1014.098,972.886,2.7442,16.1573,18.9015,69.5723,117.049,57.1429,35.7143,331331439.5889,20.606,985.176,258.3,259.0,258.22,258.85,244.428720322,49652598.0,0.0,1.0
2017-11-03,1042.75,1050.66,1037.65,1049.99,1049.99,1370874.0,0.0,1.0,1051.6372,1011.5795,971.5218,3.3114,15.4713,18.7827,75.117,140.4926,64.2857,42.8571,332114025.926,19.8304,982.6913,257.77,258.5,257.3,258.45,244.051005475,59589730.0,0.0,1.0
2017-11-02,1039.99,1045.52,1028.66,1042.97,1042.97,1233333.0,0.0,1.0,1045.3975,1008.762,972.1265,2.97,14.6435,17.6135,73.2134,135.3293,71.4286,50.0,330884348.7868,19.0564,979.9768,257.41,257.75,256.19,257.59,243.238918554,56449535.0,0.0,1.0
2017-11-01,1036.32,1047.86,1034.0,1042.6,1042.6,2105729.0,0.0,1.0,1040.3093,1005.873,971.4367,2.6788,13.9009,16.5798,73.1127,167.8487,78.5714,57.1429,330024088.0466,18.3536,977.6498,258.04,258.43,257.07,257.49,243.144489842,54202736.0,0.0,1.0
2017-10-31,1033.0,1041.0,1026.3,1033.04,1033.04,1490660.0,0.0,1.0,1036.2032,1002.082,967.9608,1.8256,13.2312,15.0568,70.4479,150.8175,85.7143,64.2857,329516646.859,17.3828,975.1353,257.18,257.44,256.81,257.15,242.823432222,60304781.0,0.0,1.0
2017-10-30,1029.16,1039.83,1022.33,1033.13,1033.13,2245352.0,0.0,1.0,1032.4321,999.034,965.6359,1.0926,12.7748,13.8674,70.509,159.2181,92.8571,71.4286,329640361.4985,16.5011,972.8463,256.47,257.6,256.41,256.75,242.445717375,54285687.0,0.0,1.0
