date,Aapl_open,Aapl_high,Aapl_low,Aapl_close,Aapl_volume,Aapl_Real Middle Band,Aapl_Real Lower Band,Aapl_Real Upper Band,Aapl_MACD,Aapl_MACD_Hist,Aapl_MACD_Signal,Aapl_RSI,Aapl_CCI,Aapl_Aroon Up,Aapl_Aroon Down,Googl_open,Googl_high,Googl_low,Googl_close,Googl_volume,Googl_Real Middle Band,Googl_Real Lower Band,Googl_Real Upper Band,Googl_MACD_Signal,Googl_MACD_Hist,Googl_MACD,Googl_RSI,Googl_CCI,Googl_Aroon Up,Googl_Aroon Down
2016-11-22,111.95,112.42,111.4,111.8,25965534.0,26.1658,25.1137,27.2179,-0.1794,0.0614,-0.2408,52.5438,54.3075,100.0,57.1429,788.99,793.77,783.74,785.0,1394174.0,791.9015,755.5876,828.2154,-7.1506,-0.4332,-7.5838,46.6512,-22.4327,28.5714,57.1429
2016-11-21,110.12,111.99,110.01,111.73,29264571.0,26.2349,24.9554,27.5143,-0.2296,0.0265,-0.2562,52.3175,17.0194,0.0,64.2857,778.1,786.55,776.3,784.8,1630835.0,794.079,754.5969,833.5611,-7.0423,-1.1709,-8.2132,46.5649,-47.286,35.7143,64.2857
2016-11-18,109.72,110.54,109.66,110.06,28428917.0,26.2978,24.8673,27.7283,-0.2886,-0.0258,-0.2628,46.6854,-25.5193,0.0,71.4286,787.17,791.29,775.35,775.97,1806264.0,796.626,753.4659,839.7861,-6.7496,-2.1271,-8.8767,42.7697,-59.013,0.0,71.4286
2016-11-17,109.81,110.35,108.83,109.95,27632003.0,26.3681,24.8562,27.88,-0.3195,-0.0632,-0.2564,46.2974,-40.1355,0.0,78.5714,782.5,788.9,779.85,786.16,1533679.0,799.0305,755.3858,842.6752,-6.2178,-2.4775,-8.6953,46.293,-51.2822,0.0,78.5714
2016-11-16,106.7,110.23,106.6,109.99,58840522.0,26.4451,24.8551,28.0351,-0.3516,-0.1111,-0.2406,46.4115,-62.4965,0.0,85.7143,770.42,783.5,766.33,779.98,1798360.0,800.804,756.5175,845.0905,-5.5984,-3.7765,-9.3749,43.6802,-86.311,7.1429,85.7143
2016-11-15,106.57,107.68,106.1593,107.11,32264510.0,26.5223,24.8698,28.1748,-0.3885,-0.1757,-0.2128,35.8465,-111.9513,7.1429,92.8571,765.47,780.2376,765.22,775.16,2943889.0,803.1595,758.5438,847.7752,-4.6543,-4.8224,-9.4767,41.6234,-107.8181,14.2857,92.8571
2016-11-14,107.32,107.809,104.08,105.71,51175504.0,26.6378,25.0044,28.2711,-0.3604,-0.1915,-0.1689,29.5796,-148.0423,0.0,100.0,771.76,771.78,743.59,753.22,3688274.0,805.476,762.1228,848.8292,-3.4487,-5.5293,-8.978,30.9673,-188.4757,21.4286,100.0
2016-11-11,106.92,108.87,106.55,108.43,34143898.0,26.7707,25.2551,28.2864,-0.2856,-0.1646,-0.121,35.9077,-120.3707,7.1429,92.8571,776.81,777.29,765.54,771.75,3592641.0,808.157,772.0324,844.2816,-2.0664,-3.9107,-5.9771,36.1412,-167.5783,28.5714,100.0
2016-11-10,111.09,111.09,105.83,107.79,57134541.0,26.8725,25.3934,28.3515,-0.2515,-0.1717,-0.0798,32.765,-129.1074,14.2857,100.0,810.0,810.06,768.23,780.29,5909609.0,809.7995,777.6805,841.9185,-1.0887,-2.8578,-3.9465,38.9242,-124.0044,35.7143,100.0
2016-11-09,109.88,111.32,108.05,110.88,59176361.0,26.9741,25.606,28.3422,-0.189,-0.1521,-0.0369,41.9973,-99.7208,21.4286,100.0,801.83,811.71,792.035,805.59,3098510.0,810.989,781.6913,840.2867,-0.3743,-1.7926,-2.1669,49.3861,-45.6421,42.8571,78.5714
2016-11-08,110.31,111.72,109.7,111.06,24254179.0,27.0434,25.6886,28.3981,-0.1809,-0.1819,0.0011,42.6473,-92.9765,28.5714,85.7143,802.03,816.04,799.62,811.98,1769069.0,811.298,782.1044,840.4916,0.0739,-2.5138,-2.4399,52.7086,-15.5019,50.0,85.7143
2016-11-07,110.08,110.51,109.46,110.41,32560000.0,27.0983,25.7812,28.4154,-0.1722,-0.2188,0.0466,39.5079,-124.9651,35.7143,92.8571,794.95,805.0,792.9,802.03,1992570.0,811.1775,781.9763,840.3787,0.7023,-4.1058,-3.4035,47.6126,-68.8518,57.1429,92.8571
2016-11-04,108.53,110.25,108.11,108.84,30836997.0,27.158,25.9141,28.4018,-0.143,-0.2442,0.1013,31.0417,-180.7193,42.8571,100.0,771.3,788.48,771.0043,781.1,1970603.0,811.7845,782.8658,840.7032,1.7288,-5.2996,-3.5708,33.6469,-193.5522,64.2857,100.0
2016-11-03,110.98,111.46,109.55,109.83,26932602.0,27.2128,26.1332,28.2924,-0.0658,-0.2281,0.1623,33.8126,-170.4856,50.0,100.0,784.5,790.0,778.63,782.19,2175216.0,812.765,786.9064,838.6236,3.0537,-4.655,-1.6014,34.0863,-197.5491,71.4286,100.0
2016-11-02,111.4,112.35,111.23,111.59,28331709.0,27.2539,26.3075,28.2003,0.0099,-0.2095,0.2194,37.5327,-159.4744,57.1429,92.8571,806.76,806.76,785.0,788.42,2350736.0,813.8095,791.5363,836.0827,4.2174,-3.3927,0.8247,36.6249,-153.4423,78.5714,100.0
2016-11-01,113.46,113.77,110.53,111.49,43825812.0,27.2711,26.3854,28.1567,0.0778,-0.1939,0.2717,36.9918,-162.2775,64.2857,100.0,810.87,813.96,798.26,805.48,2355890.0,814.45,794.5206,834.3794,5.0656,-1.7908,3.2748,45.1812,-70.6402,85.7143,100.0
2016-10-31,113.65,114.23,113.2,113.54,26419398.0,27.2889,26.4738,28.1039,0.1657,-0.1545,0.3202,44.2931,-97.2259,0.0,100.0,822.43,822.63,808.0,809.9,2242679.0,814.3155,794.1114,834.5196,5.5133,-0.8958,4.6175,47.8717,-11.8576,92.8571,14.2857
2016-10-28,113.87,115.21,113.45,113.72,37861662.0,27.2768,26.4237,28.13,0.2263,-0.1325,0.3588,45.0176,-70.9281,7.1429,85.7143,829.94,839.0,817.0,819.56,4354884.0,813.8395,792.81,834.869,5.7372,0.0768,5.814,54.4525,75.0219,100.0,21.4286
2016-10-27,115.39,115.86,114.1,114.48,34562045.0,27.269,26.395,28.1429,0.2961,-0.0959,0.392,48.1022,-36.5393,14.2857,92.8571,823.01,826.58,814.61,817.35,2973486.0,813.0645,791.7943,834.3347,5.718,0.555,6.2731,53.0823,43.7981,85.7143,0.0
2016-10-26,114.31,115.7,113.31,115.59,66134219.0,27.2419,26.3006,28.1832,0.3626,-0.0533,0.4159,53.0301,-27.602,21.4286,0.0,827.12,827.71,816.35,822.1,1794868.0,812.329,790.6884,833.9696,5.5793,1.4135,6.9928,56.4728,67.8582,92.8571,7.1429
2016-10-25,117.95,118.36,117.31,118.25,48128970.0,27.2226,26.2649,28.1803,0.4156,-0.0136,0.4293,68.6889,88.4254,28.5714,0.0,838.5,838.5,825.3005,828.55,1890712.0,811.727,790.542,832.912,5.2259,2.1001,7.326,61.4191,143.9617,100.0,14.2857
2016-10-24,117.1,117.74,117.0,117.65,23538673.0,27.1618,26.217,28.1066,0.4135,-0.0192,0.4327,66.6248,77.4427,35.7143,0.0,830.09,837.94,829.04,835.74,1447616.0,810.836,791.1072,830.5648,4.7009,2.2872,6.9881,67.5428,204.9817,100.0,21.4286
2016-10-21,116.81,116.91,116.28,116.6,23192665.0,27.1056,26.164,28.0472,0.4191,-0.0183,0.4375,62.6204,54.3175,42.8571,0.0,820.0,824.29,818.31,824.06,1615814.0,809.1815,792.822,825.541,4.1291,1.5939,5.723,61.7973,135.6084,85.7143,0.0
2016-10-20,116.86,117.38,116.33,117.06,24125801.0,27.0598,26.1029,28.0167,0.4454,0.0033,0.442,65.8336,71.8981,50.0,0.0,827.56,828.465,820.55,821.63,1393870.0,808.7265,793.5868,823.8662,3.7306,1.4837,5.2144,60.4445,166.0682,92.8571,7.1429
2016-10-19,117.25,117.76,113.8,117.12,20034594.0,27.0311,26.1031,27.959,0.4614,0.0202,0.4412,66.2453,54.743,57.1429,7.1429,824.52,829.81,823.205,827.09,1500142.0,808.4425,794.089,822.796,3.3597,1.377,4.7367,65.2663,230.975,100.0,14.2857
2016-10-18,118.18,118.21,117.45,117.47,24553478.0,26.989,26.0893,27.8887,0.4737,0.0375,0.4362,68.5681,118.4982,64.2857,14.2857,814.21,828.81,813.33,821.49,2289265.0,807.3395,795.7662,818.9128,3.0154,0.4867,3.5022,62.4105,211.0109,100.0,21.4286
2016-10-17,117.33,117.84,116.78,117.55,23624896.0,26.9431,26.0941,27.7921,0.4741,0.0473,0.4268,69.0822,126.7346,71.4286,21.4286,805.99,813.49,803.83,806.84,1056367.0,806.254,796.2236,816.2844,2.8938,-0.4481,2.4457,53.0292,30.5229,71.4286,28.5714
2016-10-14,117.88,118.17,117.13,117.63,35652191.0,26.8964,26.1158,27.677,0.4658,0.0508,0.415,69.5665,164.715,78.5714,0.0,807.45,810.09,802.32,804.6,1111934.0,805.6815,794.5984,816.7646,3.0058,-0.4524,2.5534,51.3037,-1.8022,78.5714,35.7143
2016-10-13,116.79,117.44,115.72,116.98,35192406.0,26.8645,26.1713,27.5576,0.4465,0.0442,0.4023,67.8668,143.712,85.7143,7.1429,806.07,806.56,798.62,804.08,1368981.0,805.35,793.7718,816.9282,3.1189,-0.2372,2.8817,50.915,-34.3201,85.7143,42.8571
2016-10-12,117.35,117.98,116.75,117.34,37586787.0,26.8478,26.2073,27.4884,0.431,0.0398,0.3912,69.8737,203.5305,92.8571,14.2857,811.96,814.5,808.5545,811.77,907876.0,805.2075,793.5008,816.9142,3.1782,0.1336,3.3118,57.1828,94.983,92.8571,50.0
2016-10-11,117.7,118.69,116.2,116.3,64041043.0,26.7823,26.2133,27.3512,0.3962,0.015,0.3813,67.278,220.5824,100.0,21.4286,814.17,819.86,807.37,809.57,1721575.0,804.142,791.2041,817.0799,3.1448,-0.1151,3.0296,55.7352,115.8521,100.0,0.0
2016-10-10,115.02,116.75,114.72,116.05,36235956.0,26.6839,25.9225,27.4453,0.3711,-0.0064,0.3775,66.6363,161.3396,100.0,28.5714,803.93,817.38,802.24,814.17,1496115.0,803.0995,788.7916,817.4074,3.1736,-0.3242,2.8494,59.6508,112.8146,14.2857,7.1429
2016-10-07,114.31,114.56,113.51,114.06,24358443.0,26.559,25.5015,27.6165,0.3396,-0.0395,0.3791,60.9807,61.0904,0.0,35.7143,805.93,805.94,796.82,800.71,1163899.0,802.332,788.8594,815.8046,3.2546,-1.1451,2.1095,50.1319,-12.3991,21.4286,0.0
2016-10-06,113.7,114.34,113.13,113.89,28779313.0,26.4303,24.9936,27.8669,0.3422,-0.0468,0.389,60.4489,50.277,7.1429,42.8571,804.08,806.945,800.51,803.08,1099909.0,801.7205,786.9602,816.4808,3.5409,-1.0359,2.505,52.1431,22.7266,28.5714,7.1429
2016-10-05,113.4,113.66,112.69,113.05,21453089.0,26.3317,24.753,27.9104,0.3446,-0.0561,0.4007,57.8104,34.9031,14.2857,50.0,806.0,808.5,800.71,801.23,1213820.0,801.7085,786.9523,816.4647,3.7998,-1.0678,2.732,50.7098,21.8778,35.7143,0.0
2016-10-04,113.06,114.31,112.63,113.0,29736835.0,26.2765,24.6658,27.8872,0.3628,-0.052,0.4147,57.6543,42.5742,21.4286,0.0,805.0,806.5,799.67,802.79,1258706.0,802.0465,787.042,817.051,4.0668,-0.8964,3.1704,51.9276,13.0072,42.8571,0.0
2016-10-03,112.71,113.05,112.28,112.52,21701760.0,26.2141,24.5642,27.8639,0.3819,-0.0458,0.4277,56.2096,30.3643,28.5714,0.0,802.55,803.54,796.23,800.38,1489212.0,802.308,787.0801,817.5359,4.2909,-0.7659,3.525,50.2124,-22.4837,50.0,0.0
2016-09-30,112.46,113.37,111.8,113.05,36379106.0,26.1577,24.4741,27.8412,0.4123,-0.0269,0.4392,58.2471,36.667,35.7143,0.0,803.6,808.09,801.5,804.06,1660201.0,802.1325,786.7398,817.5252,4.4824,-0.3107,4.1717,52.888,31.2338,57.1429,0.0
2016-09-29,113.16,113.8,111.8,112.18,35886990.0,26.0832,24.3579,27.8086,0.4324,-0.0135,0.4459,55.8053,37.7835,42.8571,7.1429,807.23,813.91,800.855,802.64,1349974.0,801.4995,785.4487,817.5503,4.56,0.0017,4.5617,51.971,49.6334,64.2857,7.1429
2016-09-28,113.69,114.64,113.43,113.95,29641085.0,26.0116,24.2303,27.793,0.4726,0.0233,0.4493,62.7364,69.0913,50.0,14.2857,804.08,810.25,802.7803,810.06,1470280.0,800.86,784.0412,817.6788,4.5596,0.5781,5.1377,57.3911,74.8529,71.4286,14.2857
2016-09-27,113.0,113.18,112.34,113.09,24607412.0,25.918,24.1234,27.7127,0.4746,0.0311,0.4435,60.5243,54.466,57.1429,21.4286,801.83,813.49,801.83,810.73,1367271.0,799.953,783.2605,816.6455,4.4151,0.6277,5.0428,57.8974,93.3256,78.5714,21.4286
2016-09-26,111.64,113.39,111.55,112.88,29869442.0,25.8442,24.0521,27.6363,0.4908,0.0551,0.4357,59.9857,55.4576,64.2857,28.5714,809.82,810.08,800.45,802.65,1472732.0,799.2075,783.1887,815.2263,4.2582,0.5218,4.78,53.2822,60.0805,85.7143,28.5714
2016-09-23,114.42,114.79,111.55,112.71,52481151.0,25.7742,23.9942,27.5543,0.5095,0.0875,0.422,59.5711,69.8894,71.4286,35.7143,815.14,817.0,812.73,814.96,1411673.0,798.736,782.5955,814.8765,4.1277,1.07,5.1977,63.0614,184.5622,92.8571,35.7143
2016-09-22,114.35,114.94,114.0,114.62,31073984.0,25.7137,23.9605,27.4669,0.5299,0.1299,0.4001,66.7917,109.6387,78.5714,42.8571,810.0,819.06,807.71,815.95,1759290.0,797.553,782.9471,812.1589,3.8602,0.5417,4.4019,63.9378,220.5603,100.0,42.8571
2016-09-21,113.85,113.989,112.441,113.55,36003185.0,25.6361,23.9821,27.2901,0.5025,0.1349,0.3676,64.5569,102.7914,85.7143,50.0,801.26,805.91,796.03,805.03,1348476.0,796.4355,784.445,808.426,3.7248,-0.5034,3.2214,57.9531,97.7384,21.4286,50.0
2016-09-20,113.05,114.12,112.51,113.57,34514269.0,25.5808,24.0065,27.155,0.4859,0.1521,0.3339,64.6324,122.4179,92.8571,57.1429,800.0,802.75,798.26,799.78,1050041.0,796.0135,784.6869,807.3401,3.8506,-1.071,2.7796,54.5887,73.5079,28.5714,57.1429
2016-09-19,115.19,116.18,113.25,113.58,47023046.0,25.5212,24.0407,27.0016,0.4572,0.1613,0.2959,64.6675,175.4586,100.0,64.2857,801.11,803.99,793.56,795.39,1149522.0,795.872,784.6671,807.0769,4.1184,-1.4086,2.7098,51.5804,34.1914,35.7143,64.2857
2016-09-16,115.12,116.13,114.04,114.92,79886911.0,25.4715,24.0964,26.8465,0.4136,0.1581,0.2555,69.3554,240.999,100.0,71.4286,799.02,799.02,793.62,797.97,2130571.0,796.085,784.7635,807.4065,4.4705,-1.4422,3.0283,53.515,18.5872,42.8571,71.4286
2016-09-15,113.86,115.73,113.49,115.57,90613177.0,25.4027,24.231,26.5744,0.3198,0.1038,0.216,71.6965,297.6146,100.0,78.5714,790.01,803.645,788.66,801.23,1566360.0,796.324,784.6569,807.9911,4.8311,-1.703,3.1281,55.9785,26.1941,50.0,78.5714
2016-09-14,108.73,113.03,108.6,111.77,112340318.0,25.3279,24.4845,26.1713,0.1799,-0.0102,0.1901,65.3466,186.1408,100.0,85.7143,787.53,796.33,787.53,790.46,1313912.0,796.5335,784.3812,808.6858,5.2568,-2.3788,2.878,48.7397,-72.024,57.1429,85.7143
2016-09-13,107.51,108.79,107.24,107.95,62176190.0,25.2998,24.56,26.0395,0.0898,-0.1028,0.1926,56.1671,31.3139,0.0,92.8571,794.01,795.79,784.33,788.72,1809044.0,797.07,785.0914,809.0486,5.8515,-2.2379,3.6136,47.4432,-104.9701,64.2857,92.8571
2016-09-12,102.65,105.72,102.53,105.44,45292770.0,25.3178,24.5498,26.0858,0.0651,-0.1532,0.2183,47.717,-150.7038,7.1429,100.0,784.52,800.17,783.5,798.82,1863737.0,797.932,785.9998,809.8642,6.411,-1.734,4.677,54.932,-49.1518,71.4286,100.0
2016-09-09,104.64,105.72,103.13,103.13,46556984.0,25.3501,24.6126,26.0876,0.0929,-0.1637,0.2566,37.4047,-211.8139,0.0,100.0,798.77,801.75,788.05,788.48,1887633.0,798.3435,785.767,810.92,6.8445,-1.9066,4.9379,46.9754,-72.4438,78.5714,64.2857
2016-09-08,107.25,107.27,105.24,105.52,53002026.0,25.4066,24.8525,25.9607,0.1823,-0.1152,0.2975,46.1499,-128.7644,7.1429,100.0,805.22,808.42,801.0101,802.84,1177660.0,799.3295,786.9096,811.7494,7.3211,-1.0692,6.2519,60.823,61.1138,85.7143,71.4286
2016-09-07,107.83,108.76,107.07,108.36,42364328.0,25.4358,24.9436,25.928,0.2365,-0.0899,0.3263,62.1944,7.5782,14.2857,64.2857,807.93,810.6,803.72,807.99,1145724.0,799.612,786.6408,812.5832,7.5884,-1.2124,6.376,67.4439,95.4781,92.8571,78.5714
2016-09-06,107.9,108.3,107.51,107.7,26880391.0,25.4411,24.9431,25.9391,0.2341,-0.1147,0.3488,59.1281,-11.7531,0.0,71.4286,798.39,810.89,795.43,808.02,1989537.0,799.5865,786.6794,812.4936,7.8915,-1.9742,5.9173,67.4836,62.9811,100.0,85.7143
2016-09-02,107.7,108.0,106.82,107.73,26802450.0,25.449,24.951,25.9469,0.2435,-0.134,0.3775,59.3312,-36.8104,7.1429,78.5714,795.27,797.1,793.26,796.87,1349896.0,799.447,786.851,812.043,8.3851,-3.1424,5.2427,59.1846,-43.1771,0.0,92.8571
2016-09-01,106.14,106.8,105.62,106.73,26701523.0,25.446,24.9456,25.9464,0.2512,-0.1598,0.411,54.4925,-118.4757,14.2857,85.7143,791.98,792.89,786.33,791.4,1303460.0,799.95,787.0071,812.8929,9.1707,-3.73,5.4407,53.8148,-112.1374,7.1429,100.0
2016-08-31,105.66,106.5699,105.64,106.1,29662406.0,25.4359,24.9037,25.9681,0.2814,-0.1696,0.4509,51.0881,-130.6574,21.4286,92.8571,789.6,791.57,787.2,789.85,1071420.0,800.2425,787.8323,812.6527,10.1032,-3.932,6.1712,52.1587,-131.902,0.0,100.0
2016-08-30,105.8,106.5,105.5,106.0,24863945.0,25.4256,24.8526,25.9985,0.3309,-0.1624,0.4933,50.5428,-123.4616,28.5714,100.0,792.88,798.0,789.47,791.92,1167413.0,800.696,789.2095,812.1825,11.0862,-3.9145,7.1716,54.586,-99.1423,7.1429,78.5714
2016-08-29,106.62,107.44,106.29,106.82,24970300.0,25.4011,24.7199,26.0823,0.3917,-0.1422,0.5339,55.2316,-56.0338,35.7143,100.0,793.05,798.52,790.32,795.82,773698.0,801.106,790.3389,811.8731,12.0648,-3.9313,8.1334,59.4241,-84.5063,14.2857,85.7143
2016-08-26,107.41,107.95,106.31,106.94,27766291.0,25.3853,24.6687,26.102,0.444,-0.1255,0.5695,55.9367,-34.0097,42.8571,100.0,792.49,799.4,789.4069,793.22,1248881.0,801.362,790.8699,811.8541,13.0476,-4.2019,8.8457,57.0686,-101.8773,21.4286,92.8571
2016-08-25,107.39,107.88,106.68,107.57,25086248.0,25.3466,24.5165,26.1767,0.5013,-0.0995,0.6009,59.6493,-6.9611,50.0,0.0,792.0,794.72,787.23,791.3,1202680.0,801.268,790.4569,812.0791,14.0981,-4.2072,9.8909,55.2887,-146.8674,28.5714,100.0
2016-08-24,108.565,108.75,107.68,108.03,23675081.0,25.302,24.383,26.221,0.5521,-0.0736,0.6257,62.46,31.615,57.1429,0.0,796.86,798.46,790.76,793.6,1284437.0,799.995,781.5138,818.4762,15.1499,-3.8734,11.2765,57.9617,-62.4739,35.7143,100.0
2016-08-23,108.59,109.32,108.53,108.85,21257669.0,25.2357,24.185,26.2863,0.5979,-0.0463,0.6441,67.7438,61.8272,64.2857,0.0,800.48,801.0,795.99,796.59,917513.0,798.4135,773.6638,823.1632,16.1182,-3.4714,12.6469,61.5539,-1.7055,42.8571,0.0
2016-08-22,108.86,109.1,107.85,108.51,25820230.0,25.0862,23.5617,26.6106,0.628,-0.0278,0.6557,66.6578,53.6339,71.4286,0.0,798.51,799.3,794.33,796.95,853365.0,796.4665,765.9861,826.9469,16.9861,-3.0785,13.9076,61.9834,5.4131,50.0,7.1429
2016-08-19,108.77,109.69,108.36,109.36,25368072.0,24.9485,23.1466,26.7503,0.6654,0.0027,0.6627,72.3092,73.4375,78.5714,7.1429,799.79,801.23,796.88,799.65,1120763.0,794.495,759.612,829.378,17.7557,-2.4779,15.2778,65.1491,25.5508,57.1429,0.0
2016-08-18,109.23,109.6,109.02,109.08,21984703.0,24.8163,22.8873,26.7452,0.683,0.0211,0.662,71.5719,80.8491,85.7143,0.0,805.36,808.0,801.63,802.75,865160.0,792.4765,754.4866,830.4664,18.3752,-1.8457,16.5295,68.9009,49.9282,64.2857,7.1429
2016-08-17,109.1,109.37,108.34,109.22,25355976.0,24.6964,22.7027,26.6901,0.7024,0.0457,0.6567,72.4677,82.5684,92.8571,0.0,800.0,805.63,796.3,805.42,1066070.0,790.0595,748.9673,831.1517,18.8366,-1.2656,17.571,72.2275,46.765,71.4286,0.0
2016-08-16,109.63,110.23,109.21,109.38,33794448.0,24.581,22.5715,26.5905,0.7135,0.0682,0.6453,73.4432,101.3384,100.0,0.0,803.5,804.26,797.0,801.19,1057897.0,787.6425,744.7993,830.4857,19.153,-0.78,18.373,70.1041,45.046,78.5714,0.0
2016-08-15,108.14,109.54,108.08,109.48,25868209.0,24.4627,22.4665,26.4589,0.7134,0.0852,0.6282,74.0214,99.1513,100.0,0.0,807.21,811.36,804.03,805.96,930074.0,785.2535,740.4163,830.0907,19.348,0.2121,19.5601,76.205,68.6138,85.7143,0.0
2016-08-12,107.78,108.44,107.78,108.18,18660434.0,24.3428,22.391,26.2946,0.7006,0.0937,0.6069,71.293,91.3466,78.5714,7.1429,805.09,807.19,803.64,807.05,897283.0,782.6155,736.7649,828.4661,19.295,1.0101,20.3051,77.6387,70.8288,92.8571,7.1429
2016-08-11,108.52,108.93,107.85,107.93,27484506.0,24.2259,22.28,26.1717,0.7052,0.1217,0.5835,70.7443,101.0004,85.7143,14.2857,810.47,813.879,806.0,808.2,1282274.0,779.0445,730.3271,827.7619,19.0425,1.8071,20.8496,79.0965,86.9688,100.0,0.0
2016-08-10,108.71,108.9,107.76,108.0,24008505.0,24.112,22.1926,26.0314,0.7069,0.1538,0.5531,71.0976,109.574,92.8571,21.4286,807.05,810.879,806.49,808.49,918514.0,775.4245,725.1754,825.6736,18.5907,2.5335,21.1242,79.4459,94.3109,92.8571,0.0
2016-08-09,108.23,108.94,108.01,108.81,26315204.0,23.9748,22.0614,25.8882,0.697,0.1823,0.5147,75.1293,127.4951,100.0,28.5714,804.49,813.33,804.06,807.48,1607685.0,771.474,719.84,823.108,17.9573,3.1806,21.1379,79.148,105.4692,100.0,7.1429
2016-08-08,107.52,108.37,107.16,108.37,28037220.0,23.8346,22.0173,25.6518,0.6548,0.1857,0.4691,74.3969,132.6885,100.0,35.7143,806.0,807.6,801.69,805.23,1221609.0,767.7255,716.2065,819.2445,17.1622,3.7886,20.9508,78.5037,111.5836,100.0,0.0
2016-08-05,106.27,107.65,106.18,107.48,40553402.0,23.6943,21.9906,25.398,0.602,0.1794,0.4226,72.898,135.9113,100.0,42.8571,800.11,807.22,797.81,806.93,1807271.0,763.824,712.4385,815.2095,16.215,4.4213,20.6364,80.2433,127.7419,71.4286,0.0
2016-08-04,105.58,106.0,105.28,105.87,27408650.0,23.561,21.9717,25.1504,0.5472,0.1694,0.3778,69.9422,129.171,100.0,50.0,798.24,800.2,793.92,797.25,1076031.0,759.3665,708.2453,810.4877,15.1097,4.652,19.7618,77.6214,127.378,78.5714,0.0
2016-08-03,104.81,105.84,104.77,105.79,30202641.0,23.438,21.9135,24.9626,0.5079,0.1725,0.3354,68.6679,134.2209,85.7143,57.1429,796.47,799.54,793.02,798.92,1461025.0,754.867,702.0619,807.6721,13.9467,5.3969,19.3436,79.3074,141.2301,85.7143,0.0
2016-08-02,106.05,106.07,104.0,104.48,33816556.0,23.3179,21.8586,24.7772,0.4659,0.1736,0.2923,65.968,141.3848,92.8571,64.2857,797.33,802.32,794.53,800.12,1996354.0,750.3695,698.0183,802.7207,12.5975,5.761,18.3585,80.4737,157.8635,92.8571,0.0
2016-08-01,104.41,106.15,104.41,106.05,38167871.0,23.2067,21.7787,24.6348,0.4367,0.1878,0.2489,72.9651,182.9463,100.0,71.4286,786.67,807.49,785.04,800.94,3029658.0,745.608,694.9265,796.2895,11.1572,5.5546,16.7119,81.2318,168.052,100.0,0.0
2016-07-29,104.19,104.55,103.68,104.21,27733688.0,23.0877,21.8396,24.3358,0.3556,0.1537,0.202,69.4373,177.0945,100.0,78.5714,797.71,803.94,790.0,791.34,5090527.0,741.0735,694.9858,787.1612,9.7686,4.515,14.2836,79.0906,180.9196,100.0,0.0
2016-07-28,102.83,104.45,102.82,104.34,39869839.0,22.9869,21.8634,24.1103,0.2909,0.1273,0.1636,70.0369,199.2401,100.0,0.0,768.84,768.97,759.09,765.84,3673221.0,736.683,693.9802,779.3858,8.6398,3.3142,11.954,70.9032,101.4815,100.0,0.0
2016-07-27,104.265,104.35,102.75,102.95,92344820.0,22.8704,21.9027,23.8382,0.2009,0.0692,0.1317,67.2272,218.6457,100.0,0.0,758.97,764.45,755.93,761.97,1608589.0,733.1505,689.0152,777.2858,7.8113,3.5918,11.4031,69.2038,98.03,100.0,0.0
2016-07-26,96.82,97.97,96.42,96.67,56239822.0,22.7608,21.8909,23.6307,0.1163,0.0019,0.1144,45.9728,-4.6977,78.5714,0.0,757.52,759.26,752.7503,757.65,1189573.0,729.615,683.9776,775.2524,6.9133,4.0147,10.9281,67.2193,91.2937,71.4286,0.0
2016-07-25,98.25,98.84,96.92,97.34,40382921.0,22.7066,21.6916,23.7215,0.1564,0.0424,0.114,49.1293,28.8165,85.7143,7.1429,757.68,759.8249,754.07,757.52,1073310.0,725.7895,677.4469,774.1321,5.9096,4.693,10.6026,67.1602,100.382,78.5714,7.1429
2016-07-22,99.26,99.3,98.31,98.66,28313669.0,22.6604,21.585,23.7358,0.1893,0.086,0.1034,56.1868,69.2118,92.8571,14.2857,757.32,759.45,752.655,759.28,1046024.0,722.1735,673.0528,771.2942,4.7364,5.3099,10.0463,68.7185,110.3482,85.7143,14.2857
2016-07-21,99.83,101.0,99.13,99.43,32702028.0,22.6304,21.5738,23.6871,0.1971,0.1152,0.0819,60.9277,115.1467,100.0,0.0,757.0,758.15,751.52,754.41,953053.0,719.953,673.8183,766.0877,3.4089,5.602,9.0109,66.7353,118.0634,92.8571,0.0
2016-07-20,100.0,100.46,99.735,99.96,26275968.0,22.585,21.5687,23.6013,0.1858,0.1328,0.0531,64.4008,140.1792,100.0,0.0,754.05,760.64,754.05,757.08,1125117.0,717.756,674.2861,761.2259,2.0084,6.0458,8.0542,68.9611,146.9465,100.0,0.0
2016-07-19,99.56,100.0,99.34,99.87,23779924.0,22.5376,21.5951,23.4801,0.1561,0.1362,0.0199,64.0779,153.5282,92.8571,0.0,749.87,756.59,748.489,753.41,1521795.0,715.346,675.6864,755.0056,0.497,5.947,6.444,67.5811,160.1026,100.0,0.0
2016-07-18,98.7,100.13,98.6,99.83,36493867.0,22.4817,21.6202,23.3431,0.118,0.1322,-0.0142,63.943,176.0255,100.0,0.0,737.91,755.1369,736.51,753.2,1934900.0,712.982,677.2365,748.7275,-0.9898,5.6586,4.6688,67.5043,175.6651,100.0,0.0
