date,Msft_open,Msft_high,Msft_low,Msft_close,Msft_adjusted_close,Msft_volume,Msft_dividend,Msft_split_coefficent,Msft_Real Middle Band,Msft_Real Upper Band,Msft_Real Lower Band,Msft_MACD,Msft_MACD_Hist,Msft_MACD_Signal,Msft_RSI,Msft_CCI,Msft_Aroon Down,Msft_Aroon Up,Msft_Chaikin A/D,Msft_ADX,Msft_SMA,Aapl_open,Aapl_high,Aapl_low,Aapl_close,Aapl_adjusted_close,Aapl_volume,Aapl_dividend,Aapl_split_coefficent,Aapl_Real Upper Band,Aapl_Real Lower Band,Aapl_Real Middle Band,Aapl_MACD,Aapl_MACD_Hist,Aapl_MACD_Signal,Aapl_RSI,Aapl_CCI,Aapl_Aroon Up,Aapl_Aroon Down,Aapl_Chaikin A/D,Aapl_ADX,Aapl_SMA,Googl_open,Googl_high,Googl_low,Googl_close,Googl_adjusted_close,Googl_volume,Googl_dividend,Googl_split_coefficent,Googl_Real Upper Band,Googl_Real Middle Band,Googl_Real Lower Band,Googl_MACD_Hist,Googl_MACD_Signal,Googl_MACD,Googl_RSI,Googl_CCI,Googl_Aroon Up,Googl_Aroon Down,Googl_Chaikin A/D,Googl_ADX,Googl_SMA,Fb_open,Fb_high,Fb_low,Fb_close,Fb_adjusted_close,Fb_volume,Fb_dividend,Fb_split_coefficent,Fb_Real Middle Band,Fb_Real Upper Band,Fb_Real Lower Band,Fb_MACD,Fb_MACD_Hist,Fb_MACD_Signal,Fb_RSI,Fb_CCI,Fb_Aroon Down,Fb_Aroon Up,Fb_Chaikin A/D,Fb_ADX,Fb_SMA,Amzn_open,Amzn_high,Amzn_low,Amzn_close,Amzn_adjusted_close,Amzn_volume,Amzn_dividend,Amzn_split_coefficent,Amzn_Real Upper Band,Amzn_Real Lower Band,Amzn_Real Middle Band,Amzn_MACD_Signal,Amzn_MACD_Hist,Amzn_MACD,Amzn_RSI,Amzn_CCI,Amzn_Aroon Up,Amzn_Aroon Down,Amzn_Chaikin A/D,Amzn_ADX,Amzn_SMA,SPY_open,SPY_high,SPY_low,SPY_close,SPY_adjusted_close,SPY_volume,SPY_dividend,SPY_split_coefficent
2020-02-18,185.61,187.7,185.5,187.23,185.266720669,27853113.0,0.0,1.0,174.0956,191.4925,156.6987,6.5863,0.5278,6.0586,72.804,90.262,0.0,71.4286,-2732898014.4055,44.8326,166.2599,315.36,319.75,314.61,319.0,79.2563236187,38190545.0,0.0,1.0,81.9041,76.5498,79.227,1.46,-0.2316,1.6916,54.5524,-14.0187,78.5714,28.5714,75751421728.6586,28.8251,76.7094,1514.34,1530.56,1511.01,1519.44,1519.44,1284011.0,0.0,1.0,1535.6097,1478.0645,1420.5193,2.1296,26.5022,28.6318,66.8506,120.0056,100.0,35.7143,378048078.6772,36.243,1434.4158,213.55,217.975,213.4,217.8,217.8,15630026.0,0.0,1.0,213.5615,224.8282,202.2948,0.3977,0.1355,0.2622,57.1703,45.7263,21.4286,7.1429,1377878768.1854,17.7426,213.054,2125.02,2166.07,2124.11,2155.67,2155.67,2951070.0,0.0,1.0,2242.9267,1762.3773,2002.652,65.3567,13.6273,78.9841,76.5896,88.7703,71.4286,0.0,1773115931.9068,32.8869,1931.7913,336.51,337.67,335.21,336.73,331.85502195,57195407.0,0.0,1.0
2020-02-14,183.25,185.41,182.65,185.35,183.406434204,23149516.0,0.0,1.0,173.0997,190.1006,156.0987,6.554,0.6274,5.9266,70.9696,81.3687,0.0,78.5714,-2748850251.8591,44.0508,165.447,324.74,325.98,322.85,324.95,80.7346155483,20028447.0,0.0,1.0,81.893,76.5352,79.2141,1.6199,-0.1296,1.7495,61.1341,103.8399,85.7143,35.7143,75643239951.3937,30.2298,76.4613,1514.53,1520.05,1505.55,1518.73,1518.73,1159857.0,0.0,1.0,1530.4151,1476.0685,1421.7219,2.4364,25.9698,28.4063,66.7167,122.2781,78.5714,0.0,378224753.3365,36.0068,1430.2275,214.0,214.93,212.65,214.18,214.18,10741747.0,0.0,1.0,213.7785,225.5205,202.0365,-0.0665,-0.2948,0.2283,52.9283,5.3962,28.5714,14.2857,1363444481.8794,18.0131,212.6715,2155.68,2159.04,2125.89,2134.87,2134.87,2606169.0,0.0,1.0,2224.7636,1751.4454,1988.1045,61.9499,16.2743,78.2242,74.901,91.3428,78.5714,0.0,1771627737.4073,32.0482,1922.5003,337.51,337.73,336.2,337.6,332.712426604,64518123.0,0.0,1.0
2020-02-13,183.08,186.23,182.87,183.71,181.783631117,35295834.0,0.0,1.0,172.1507,188.8607,155.4407,6.6069,0.8371,5.7698,69.2918,90.0458,7.1429,85.7143,-2770993267.1741,43.3846,164.6885,324.19,326.22,323.35,324.87,80.7147393543,23686892.0,0.0,1.0,81.707,76.4611,79.0841,1.6499,-0.132,1.7819,61.0755,118.7368,92.8571,42.8571,75615852809.8095,30.996,76.1805,1510.0,1525.95,1504.0,1513.39,1513.39,1145658.0,0.0,1.0,1524.3777,1472.64,1420.9023,2.4168,25.3607,27.7775,65.751,135.0155,85.7143,7.1429,377276070.3007,35.9089,1426.1315,209.5235,214.3259,209.18,213.14,213.14,15396625.0,0.0,1.0,214.158,226.4071,201.9089,-0.2894,-0.5914,0.302,51.6508,-21.4517,35.7143,21.4286,1359769673.6952,18.6238,212.2768,2144.99,2170.28,2142.0,2149.87,2149.87,3031791.0,0.0,1.0,2206.4865,1744.0295,1975.258,57.8813,20.353,78.2343,78.7024,109.7676,85.7143,7.1429,1772821936.7168,31.2124,1913.895,335.86,338.12,335.56,337.06,332.180244405,54038002.0,0.0,1.0
2020-02-12,185.58,185.85,181.85,184.71,182.773145194,47062921.0,0.0,1.0,171.135,187.849,154.4209,6.7435,1.183,5.5605,71.636,101.5584,14.2857,92.8571,-2753345350.1741,42.6273,163.9914,321.47,327.22,321.47,327.2,81.2936335049,28432573.0,0.0,1.0,81.5443,76.2691,78.9067,1.6663,-0.1486,1.8149,63.6733,140.5244,100.0,50.0,75610240584.5233,31.7556,75.8968,1515.86,1520.3,1508.67,1518.63,1518.63,1552136.0,0.0,1.0,1519.0631,1468.9305,1418.7979,2.3581,24.7565,27.1146,67.5366,153.4558,92.8571,14.2857,377441525.2373,35.8059,1422.3143,207.85,211.22,207.4,210.76,210.76,13813704.0,0.0,1.0,214.5585,227.1668,201.9502,-0.4638,-0.9137,0.4498,48.6918,-54.834,42.8571,28.5714,1351469516.7912,19.3332,211.8963,2163.2,2180.25,2155.29,2160.0,2160.0,3334264.0,0.0,1.0,2182.4614,1739.2696,1960.8655,52.7931,22.7889,75.582,81.2895,131.3757,92.8571,14.2857,1774166302.3158,30.0255,1904.3785,336.83,337.65,336.43,337.42,332.535032538,42844434.0,0.0,1.0
2020-02-11,190.65,190.7,183.5,184.44,182.505976393,53159906.0,0.0,1.0,170.0178,186.4555,153.5801,6.719,1.4543,5.2647,71.3933,135.0195,21.4286,100.0,-2773582406.1989,41.8552,163.2448,323.6,323.9,318.71,319.61,79.4078795981,23580780.0,0.0,1.0,81.1806,76.2534,78.717,1.604,-0.248,1.8521,58.3094,74.752,35.7143,57.1429,75497301459.7716,32.5552,75.5694,1513.27,1529.88,1505.45,1510.06,1510.06,1742647.0,0.0,1.0,1511.8123,1464.5285,1417.2447,1.1736,24.167,25.3406,66.1401,170.0485,100.0,21.4286,376335144.546,35.776,1418.0203,210.19,210.86,206.5102,207.19,207.19,25030810.0,0.0,1.0,214.9735,227.6007,202.3463,-0.4374,-1.1156,0.6782,43.9106,-79.7012,50.0,35.7143,1340982673.4404,20.2683,211.48,2150.9,2185.95,2136.0,2150.8,2150.8,5746011.0,0.0,1.0,2151.2798,1741.3952,1946.3375,47.0959,22.97,70.0659,80.756,148.3448,100.0,21.4286,1776242202.2581,28.5182,1894.402,336.16,337.02,334.68,335.26,330.406303742,54773045.0,0.0,1.0
2020-02-10,183.58,188.84,183.25,188.7,186.721306362,35844267.0,0.0,1.0,168.9709,184.7476,153.1943,6.6172,1.7161,4.9012,81.6228,166.616,28.5714,100.0,-2734303142.3123,40.639,162.473,314.18,321.55,313.85,321.55,79.8898773028,27337215.0,0.0,1.0,81.1183,76.231,78.6746,1.6932,-0.2209,1.9141,60.4271,48.8141,42.8571,64.2857,75558911358.9642,33.6092,75.2662,1477.23,1508.88,1475.2,1508.66,1508.66,1915072.0,0.0,1.0,1504.5256,1461.027,1417.5284,-0.2932,23.8736,23.5803,65.9178,136.1791,100.0,28.5714,377420108.151,35.7445,1413.981,211.52,213.8,210.66,213.06,213.06,11856350.0,0.0,1.0,215.7095,228.1508,203.2682,-0.0338,-0.9909,0.9571,51.1944,-36.37,57.1429,42.8571,1358189700.9042,21.2105,211.219,2085.01,2135.6,2084.96,2133.91,2133.91,5056235.0,0.0,1.0,2116.5912,1750.1338,1933.3625,41.3534,21.5895,62.9429,79.7728,148.4117,100.0,28.5714,1778583169.7026,26.9316,1884.6403,331.23,334.75,331.19,334.68,329.834700639,41779456.0,0.0,1.0
2020-02-07,182.85,185.63,182.48,183.89,181.961743651,33529074.0,0.0,1.0,167.6173,181.6151,153.6194,5.9619,1.4897,4.4722,78.374,169.4099,35.7143,100.0,-2768351989.8534,39.4603,161.5577,322.37,323.4,318.0,320.03,79.5122296166,29421012.0,0.77,1.0,81.0171,76.0349,78.526,1.7333,-0.236,1.9693,59.3531,80.0662,50.0,71.4286,75449562498.9642,34.8736,74.9468,1467.38,1485.24,1465.41,1479.11,1479.11,1418049.0,0.0,1.0,1496.7973,1457.042,1417.2867,-2.8137,23.9469,21.1332,60.8822,78.0453,14.2857,35.7143,375530054.9064,36.0048,1409.8708,210.3,212.82,209.93,212.33,212.33,12242530.0,0.0,1.0,215.9595,228.3787,203.5403,-0.1158,-1.3206,1.2049,50.2413,-50.4156,64.2857,50.0,1351921694.2163,21.9679,210.949,2041.99,2098.53,2038.1,2079.28,2079.28,5095347.0,0.0,1.0,2080.212,1761.438,1920.825,35.956,18.6995,54.6555,76.1066,140.1793,100.0,35.7143,1773864416.4226,25.5276,1875.0105,332.82,333.99,331.6,332.2,327.390604614,64074382.0,0.0,1.0
2020-02-06,180.97,183.82,180.06,183.63,181.704469991,27751381.0,0.0,1.0,166.5387,179.2107,153.8667,5.5233,1.4236,4.0997,78.1804,191.717,42.8571,92.8571,-2764839420.2012,38.4127,160.7473,322.57,325.22,320.26,325.21,80.6052749178,26356385.0,0.0,1.0,80.9507,75.8244,78.3876,1.7978,-0.2306,2.0283,64.023,126.0564,57.1429,78.5714,75478765577.5443,35.8597,74.6226,1451.98,1481.56,1450.48,1475.97,1475.97,1891079.0,0.0,1.0,1495.6144,1454.076,1412.5376,-3.9393,24.6503,20.711,60.3035,60.8834,21.4286,42.8571,374988722.0304,36.6555,1406.4653,210.47,211.19,209.338,210.85,210.85,10567533.0,0.0,1.0,216.258,228.6007,203.9153,-0.1444,-1.6795,1.535,48.342,-71.8941,71.4286,57.1429,1343830610.3754,22.8708,210.6625,2041.02,2056.3,2024.8,2050.23,2050.23,3182954.0,0.0,1.0,2053.8401,1769.9869,1911.9135,31.2811,17.5641,48.8452,73.758,143.4477,92.8571,42.8571,1772015318.9592,24.2782,1866.5088,333.91,334.19,332.8,333.98,329.144834826,49982975.0,0.0,1.0
2020-02-05,184.03,184.2,178.41,179.9,178.013582483,39186324.0,0.0,1.0,165.374,176.4359,154.3122,4.9094,1.1655,3.7438,75.2257,220.3395,50.0,100.0,-2789786140.3511,37.43,159.949,323.52,324.76,318.95,321.45,79.6733360669,29706718.0,0.0,1.0,80.8328,75.3966,78.1147,1.7426,-0.3434,2.0859,61.6331,104.1234,64.2857,85.7143,75373765140.5327,36.7704,74.2614,1463.61,1464.58,1429.67,1446.05,1446.05,1818793.0,0.0,1.0,1495.9186,1450.5295,1405.1404,-5.4446,25.6352,20.1906,54.3247,-10.7288,28.5714,50.0,373777896.0298,37.4028,1403.1408,212.51,212.73,208.71,210.11,210.11,12538154.0,0.0,1.0,216.4765,228.5809,204.3721,-0.0282,-1.9831,1.9549,47.41,-77.9604,78.5714,64.2857,1337143165.086,23.998,210.4248,2071.02,2071.02,2032.0,2039.87,2039.87,4376174.0,0.0,1.0,2031.0673,1776.9337,1904.0005,26.8901,16.7863,43.6765,72.875,186.9218,100.0,50.0,1770059065.3262,23.2641,1858.9908,332.27,333.09,330.67,332.86,328.041049524,64864742.0,0.0,1.0
2020-02-04,177.14,180.64,176.31,180.12,178.23127558,36433339.0,0.0,1.0,164.2697,174.4374,154.102,4.4302,0.9777,3.4524,75.7878,240.3097,57.1429,100.0,-2770768252.5372,36.3956,159.2526,315.31,319.64,313.63,318.85,79.0289102658,34154134.0,0.0,1.0,80.9962,74.6617,77.8289,1.7417,-0.4301,2.1718,59.9237,48.5066,71.4286,92.8571,75390331365.3753,37.7553,73.947,1454.49,1467.34,1422.03,1445.41,1445.41,4793967.0,0.0,1.0,1499.4069,1447.9825,1396.5581,-4.7172,26.9963,22.2791,54.1876,-7.589,35.7143,57.1429,373889909.9212,38.4875,1400.4743,206.6165,210.6,205.2025,209.83,209.83,19628890.0,0.0,1.0,216.624,228.4839,204.7641,0.1958,-2.2549,2.4507,47.0746,-110.0318,85.7143,71.4286,1340948276.499,25.1845,210.1983,2029.88,2059.8,2015.37,2049.67,2049.67,5289338.0,0.0,1.0,2008.1587,1786.5413,1897.35,22.6935,14.8053,37.4988,75.0944,240.0695,100.0,57.1429,1772669965.6522,22.0561,1851.784,328.07,330.01,327.72,329.06,324.29606368,61704740.0,0.0,1.0
2020-02-03,170.43,174.5,170.4,174.38,172.551464777,30149052.0,0.0,1.0,163.2263,171.568,154.8846,3.7319,0.5239,3.208,70.4361,166.199,64.2857,100.0,-2798450858.8462,35.5568,158.5058,304.3,313.49,302.22,308.66,76.5032568375,43496401.0,0.0,1.0,81.0571,74.1286,77.5928,1.7808,-0.4985,2.2793,52.1677,-55.4099,78.5714,100.0,75289630657.4733,39.0908,73.6169,1461.65,1486.3,1456.61,1482.6,1482.6,3608760.0,0.0,1.0,1501.4948,1445.6025,1389.7102,-3.4896,28.1756,24.686,64.6557,89.019,42.8571,64.2857,373736494.5129,39.6293,1397.513,203.44,205.14,202.5,204.19,204.19,15510509.0,0.0,1.0,216.7625,228.3637,205.1613,0.5075,-2.5069,3.0144,39.904,-180.7204,92.8571,78.5714,1326919847.9348,26.3614,209.9365,2010.6,2048.5,2000.25,2004.2,2004.2,5899094.0,0.0,1.0,1976.2018,1803.8192,1890.0105,18.9922,9.0784,28.0706,71.3331,291.1576,92.8571,64.2857,1769792556.2563,20.8646,1844.0543,323.35,326.16,323.22,324.12,319.427582082,68931216.0,0.0,1.0
2020-01-31,172.21,172.4,169.58,170.23,168.444981357,36142690.0,0.0,1.0,162.4465,170.0375,154.8556,3.3647,0.2877,3.077,65.2847,138.2892,71.4286,92.8571,-2826835088.2938,35.2298,157.899,320.93,322.68,308.29,309.51,76.7139345033,49897096.0,0.0,1.0,81.2859,73.6214,77.4537,2.062,-0.342,2.404,52.9616,12.2623,85.7143,71.4286,75264775571.1841,40.8924,73.3262,1467.86,1469.67,1427.06,1432.78,1432.78,2191075.0,0.0,1.0,1503.7166,1439.5485,1375.3804,-5.4357,29.048,23.6123,53.4758,12.3355,50.0,71.4286,371027189.683,39.878,1393.4215,208.43,208.69,201.06,201.91,201.91,31359917.0,0.0,1.0,216.9865,227.7509,206.2221,1.4721,-2.169,3.6411,36.6839,-197.57,100.0,85.7143,1322572205.2606,26.9606,209.7995,2051.47,2055.72,2002.27,2008.72,2008.72,15567283.0,0.0,1.0,1952.1007,1814.9973,1883.549,16.7226,3.5356,20.2582,72.3415,427.7783,100.0,71.4286,1774725788.2335,19.6914,1837.9665,327.0,327.17,320.73,321.73,317.07218309,113659402.0,0.0,1.0
2020-01-30,174.05,174.05,170.79,172.78,170.968242254,51597470.0,0.0,1.0,161.9711,169.1813,154.7609,3.2652,0.2601,3.0051,72.4918,198.0121,78.5714,100.0,-2807353922.0522,35.1234,157.3815,320.54,324.09,318.75,323.87,80.2731477741,31685808.0,0.0,1.0,81.3821,73.2982,77.3401,2.3694,-0.12,2.4895,69.5706,101.0029,92.8571,78.5714,75430521310.5006,42.3058,73.016,1438.1,1455.25,1435.0,1454.25,1454.25,1355472.0,0.0,1.0,1507.5599,1436.3435,1365.1271,-3.436,30.4069,26.971,61.2257,31.4255,57.1429,0.0,372630001.4115,40.4011,1389.9705,206.53,211.43,204.75,209.53,209.53,48775500.0,0.0,1.0,217.38,226.3343,208.4257,2.9141,-1.2692,4.1834,44.0007,-138.4629,100.0,92.8571,1346944984.79,27.5913,209.7223,1858.0,1872.87,1850.61,1870.68,1870.68,6327438.0,0.0,1.0,1916.5496,1839.4774,1878.0135,15.8387,-6.3069,9.5318,53.8323,-58.2319,0.0,78.5714,1786535953.3532,18.4208,1831.9975,324.36,327.91,323.54,327.68,322.936042505,75184385.0,0.0,1.0
2020-01-29,167.84,168.75,165.69,168.04,166.277945528,35127771.0,0.0,1.0,161.225,167.5961,154.8539,2.8338,-0.1063,2.9401,66.0163,112.7927,0.0,100.0,-2818749682.3031,34.691,156.8068,324.45,327.85,321.38,324.34,80.3896401305,54149928.0,0.0,1.0,81.2329,72.6984,76.9656,2.365,-0.1545,2.5195,70.24,125.9077,100.0,0.0,75314221341.0587,42.7898,72.646,1458.46,1464.14,1445.38,1456.7,1456.7,1081964.0,0.0,1.0,1512.7936,1430.6005,1348.4074,-2.5864,31.2659,28.6796,62.1805,52.0875,64.2857,0.0,371408403.1893,41.1988,1385.8358,221.44,224.2,218.45,223.23,223.23,33610005.0,0.0,1.0,217.166,227.0199,207.3121,3.9364,-0.5643,4.5007,65.9668,79.6459,85.7143,100.0,1325916026.7062,28.603,209.4765,1864.0,1874.75,1855.02,1858.0,1858.0,2101390.0,0.0,1.0,1917.5058,1836.2372,1876.8715,17.4154,-7.658,9.7574,51.0375,-59.1389,7.1429,85.7143,1781453536.8465,19.1242,1829.7705,328.38,328.63,326.4,326.62,321.891388559,53714641.0,0.0,1.0
2020-01-28,163.78,165.76,163.07,165.46,163.724999209,24899940.0,0.0,1.0,160.708,167.033,154.3829,2.7195,-0.2472,2.9667,61.4269,59.6993,0.0,64.2857,-2837576330.8073,34.9108,156.3947,312.6,318.4,312.19,317.69,78.741397216,40558486.0,0.0,1.0,80.9907,72.1271,76.5589,2.3131,-0.245,2.5581,65.9331,63.1363,85.7143,7.1429,75332633990.4497,43.0077,72.2922,1441.74,1454.8,1430.36,1450.5,1450.5,1486586.0,0.0,1.0,1514.9442,1424.751,1334.5578,-1.7188,31.9125,30.1937,60.7418,38.5905,71.4286,0.0,371184628.1189,41.7218,1382.0205,216.14,218.74,213.52,217.79,217.79,13413835.0,0.0,1.0,216.225,227.122,205.328,3.789,-0.8528,4.6418,58.289,9.5375,0.0,71.4286,1303645745.1323,28.7286,208.9368,1840.5,1858.11,1830.02,1853.25,1853.25,2808040.0,0.0,1.0,1918.2501,1834.3819,1876.316,19.3299,-8.1355,11.1944,49.9843,-122.4018,14.2857,92.8571,1782920143.0452,19.7758,1828.3405,325.06,327.85,323.6,326.89,322.157479658,63519891.0,0.0,1.0
2020-01-27,161.15,163.38,160.2,162.28,160.578344443,32078067.0,0.0,1.0,160.3864,166.7192,154.0536,2.794,-0.2345,3.0285,54.3749,-1.3334,0.0,71.4286,-2856922380.8482,35.647,156.0696,310.06,311.77,304.88,308.95,76.5751350999,40485005.0,0.0,1.0,80.9762,71.4504,76.2133,2.381,-0.2383,2.6193,58.6254,10.7611,92.8571,0.0,75207497019.1676,43.7716,71.9834,1431.54,1436.58,1419.5,1431.73,1431.73,1706566.0,0.0,1.0,1514.263,1419.958,1325.653,-0.0238,32.3422,32.3184,56.0407,17.0321,78.5714,0.0,370221145.2122,42.4273,1378.5613,213.1,216.06,212.5,214.87,214.87,13810655.0,0.0,1.0,215.7405,227.165,204.316,4.0997,-0.7553,4.855,53.0047,-13.9774,0.0,78.5714,1295114340.4963,29.5083,208.542,1820.0,1841.0,1815.34,1828.34,1828.34,3528509.0,0.0,1.0,1917.8597,1836.4273,1877.1435,21.3638,-8.0144,13.3494,44.1323,-231.3493,21.4286,100.0,1781083770.8558,20.7617,1827.472,323.03,325.12,322.66,323.5,318.816558076,83797934.0,0.0,1.0
2020-01-24,167.51,167.53,164.45,165.04,163.309403296,24918117.0,0.0,1.0,160.2078,166.7081,153.7074,3.1688,0.0817,3.0871,63.771,87.2393,7.1429,78.5714,-2866808074.4468,36.9069,155.8161,320.25,323.33,317.52,318.31,78.895067984,36634380.0,0.0,1.0,81.0992,70.8554,75.9773,2.6536,-0.0253,2.6789,74.5222,91.9837,100.0,7.1429,75178117479.9897,45.0426,71.7066,1492.82,1494.2,1463.18,1466.17,1466.17,1489280.0,0.0,1.0,1513.8538,1416.495,1319.1362,4.1232,32.3482,36.4714,70.4051,90.664,85.7143,0.0,369483764.8211,43.4951,1375.593,220.8,221.78,216.11,217.94,217.94,11905824.0,0.0,1.0,215.3865,227.3242,203.4488,4.7339,-0.3099,5.0438,60.4857,40.8357,7.1429,85.7143,1290536651.4794,30.7111,208.1445,1891.37,1894.99,1847.44,1861.64,1861.64,3766181.0,0.0,1.0,1913.5035,1844.8265,1879.165,23.3674,-4.9253,18.4421,51.6311,-52.7951,28.5714,100.0,1781037017.424,21.5785,1826.687,332.44,332.53,327.36,328.77,324.010262129,87465785.0,0.0,1.0
2020-01-23,166.19,166.8,165.27,166.72,164.971786946,19680766.0,0.0,1.0,159.8288,166.4444,153.2132,3.3231,0.2564,3.0666,70.6738,109.0878,14.2857,85.7143,-2851436508.7553,36.7843,155.4744,317.92,319.56,315.65,319.23,79.1230955752,26117993.0,0.0,1.0,81.0246,70.0863,75.5555,2.7268,0.0416,2.6852,76.4133,89.5985,92.8571,14.2857,75284804865.467,44.5564,71.3848,1487.55,1493.5,1480.32,1484.69,1484.69,1332562.0,0.0,1.0,1509.7844,1410.408,1311.0316,6.4176,31.3173,37.7349,80.7389,117.0359,92.8571,0.0,370685943.1318,43.049,1371.5798,220.75,221.485,219.27,219.76,219.76,11195000.0,0.0,1.0,214.7455,227.4199,202.0711,5.1619,0.0406,5.1213,65.5811,63.5456,0.0,92.8571,1294757234.5905,31.2983,207.6908,1885.11,1889.97,1872.76,1884.58,1884.58,2484613.0,0.0,1.0,1927.3472,1823.7398,1875.5435,24.5987,-3.3153,21.2835,57.9275,29.2931,35.7143,64.2857,1782553786.4282,22.3535,1824.492,330.63,332.17,329.41,331.72,326.917553771,51828259.0,0.0,1.0
2020-01-22,167.4,167.49,165.68,165.7,163.962482587,24138777.0,0.0,1.0,159.3682,165.7666,152.9697,3.3024,0.2998,3.0025,68.7678,123.3948,0.0,92.8571,-2869059155.4395,36.3085,155.0507,318.58,319.99,317.31,317.7,78.7438757768,25458115.0,0.0,1.0,80.7702,69.4675,75.1189,2.7573,0.0825,2.6748,75.4513,100.2484,100.0,0.0,75197967548.5806,44.2598,71.0288,1489.73,1500.58,1482.66,1484.17,1484.17,1422946.0,0.0,1.0,1500.1782,1403.705,1307.2318,7.2002,29.713,36.9131,80.6649,136.7525,100.0,0.0,371134848.6918,41.7783,1366.8042,222.31,222.75,221.28,221.32,221.32,12212814.0,0.0,1.0,214.0665,227.045,201.088,5.4478,0.3367,5.1111,70.2942,87.7076,0.0,100.0,1300999142.0398,31.2129,207.1673,1896.09,1902.5,1883.34,1887.46,1887.46,3216257.0,0.0,1.0,1933.7826,1808.1464,1870.9645,25.4276,-3.1628,22.2647,58.7629,61.9956,42.8571,0.0,1781625485.348,22.5744,1821.0205,332.24,332.95,331.17,331.34,326.543055186,48705035.0,0.0,1.0
2020-01-21,166.68,168.19,166.43,166.5,164.754093849,29223486.0,0.0,1.0,158.958,165.1749,152.7411,3.3306,0.4031,2.9276,72.1845,160.9886,7.1429,100.0,-2845453832.0604,35.6312,154.6494,317.19,319.02,316.0,316.57,78.4637984094,27235039.0,0.0,1.0,80.5838,68.7056,74.6447,2.7947,0.1405,2.6542,74.7449,104.7131,100.0,0.0,75270162203.0787,43.6404,70.6837,1479.0,1489.88,1470.21,1482.25,1482.25,2387178.0,0.0,1.0,1488.6344,1397.0575,1305.4806,7.4674,27.9129,35.3803,80.4069,142.7254,100.0,7.1429,372317990.1762,40.3249,1362.2035,222.155,222.37,219.12,221.44,221.44,14162007.0,0.0,1.0,213.3155,226.2664,200.3646,5.5747,0.5477,5.0269,70.6569,88.6016,7.1429,85.7143,1312547313.101,30.616,206.5825,1865.0,1894.27,1860.0,1892.0,1892.0,3643771.0,0.0,1.0,1938.1426,1793.6904,1865.9165,26.2183,-3.3181,22.9001,60.0301,42.0811,50.0,7.1429,1783458550.4023,22.5344,1817.2018,330.9,332.18,330.82,331.3,326.503634283,77624157.0,0.0,1.0
2020-01-17,167.42,167.47,165.43,167.1,165.347802295,34371659.0,0.0,1.0,158.4242,164.387,152.4613,3.2377,0.4109,2.8268,74.7717,182.2407,14.2857,100.0,-2818554941.5253,34.5916,154.2318,316.27,318.74,315.0,318.73,78.9991675365,34454117.0,0.0,1.0,80.2767,68.1068,74.1918,2.8304,0.2113,2.6191,78.7682,120.0739,100.0,7.1429,75337979253.8307,43.0394,70.353,1462.54,1480.55,1456.55,1479.52,1479.52,2621175.0,0.0,1.0,1475.0667,1390.767,1306.4673,7.0586,26.0461,33.1046,80.0554,149.5853,100.0,14.2857,371782786.5676,38.8927,1357.6937,222.03,222.29,220.53,222.14,222.14,15905944.0,0.0,1.0,212.5465,225.3014,199.7916,5.6433,0.7532,4.89,72.6885,106.409,14.2857,92.8571,1306490331.6456,30.0277,205.9843,1885.89,1886.64,1857.25,1864.72,1864.72,3997340.0,0.0,1.0,1938.8123,1783.0487,1860.9305,27.0478,-4.1321,22.9157,54.5629,19.6602,57.1429,14.2857,1780297496.6576,22.6273,1813.54,331.7,332.18,330.85,331.95,327.144223967,95778839.0,0.0,1.0
2020-01-16,164.35,166.24,164.03,166.17,164.427554204,23865360.0,0.0,1.0,157.7943,163.3457,152.243,3.0115,0.2875,2.7241,73.3995,183.4722,21.4286,100.0,-2840458449.6999,33.5898,153.8058,313.59,315.7,312.09,315.24,78.1341498265,27207254.0,0.0,1.0,79.7242,67.6929,73.7086,2.7802,0.2139,2.5663,76.9029,112.0022,85.7143,0.0,75200899772.2985,42.4212,70.028,1445.45,1450.7,1440.0,1450.16,1450.16,1304040.0,0.0,1.0,1459.687,1384.3865,1309.086,5.7151,24.2814,29.9965,75.703,126.9553,100.0,21.4286,369386595.7551,37.4755,1353.5205,222.57,222.63,220.39,221.77,221.77,10015288.0,0.0,1.0,211.5645,224.2377,198.8913,5.5775,0.8758,4.7017,72.2976,120.0929,21.4286,100.0,1293295628.1001,29.0445,205.4138,1882.99,1885.59,1866.02,1877.94,1877.94,2659493.0,0.0,1.0,1941.6328,1772.1592,1856.896,28.0808,-2.7008,25.38,58.1416,38.1005,64.2857,0.0,1782262844.1567,22.8518,1810.7418,329.7,330.92,329.45,330.92,326.129135698,53788867.0,0.0,1.0
