epoch,loss
0,0.05963904783129692
1,0.029196763411164284
2,0.020474212244153023
3,0.015264932066202164
4,0.011673854663968086
5,0.009669658727943897
6,0.008763796649873257
7,0.008053573779761791
8,0.007380808237940073
9,0.007133984472602606
10,0.007217068690806627
11,0.006338661536574364
12,0.006453847978264093
13,0.005613916553556919
14,0.006155187264084816
15,0.005514207296073437
16,0.004995614290237427
17,0.005066084675490856
18,0.004899226129055023
19,0.004672410897910595
20,0.004841167014092207
21,0.004432308487594128
22,0.004226905293762684
23,0.003989493474364281
24,0.004499590490013361
25,0.0041668601334095
26,0.004376004450023174
27,0.004855979233980179
28,0.004276324529200792
29,0.004015117418020964
30,0.0041010756976902485
31,0.003958569839596748
32,0.003754642093554139
33,0.004044848494231701
34,0.004187636077404022
35,0.00423901854082942
36,0.004286602139472961
37,0.0038031069561839104
38,0.003683786140754819
39,0.004292598459869623
40,0.004052785690873861
41,0.0036501020658761263
42,0.003834493225440383
43,0.003914557863026857
44,0.0038149075116962194
45,0.0035879346542060375
46,0.003984008450061083
47,0.0040166666731238365
48,0.0038722045719623566
49,0.004034304991364479
