epoch,loss
0,0.04970810189843178
1,0.020458096638321877
2,0.015879565849900246
3,0.011707304045557976
4,0.00915667787194252
5,0.008473928086459637
6,0.008073266595602036
7,0.007577970623970032
8,0.006858478765934706
9,0.006806396413594484
10,0.005965597927570343
11,0.005829629488289356
12,0.0056134476326406
13,0.00538795068860054
14,0.005280061159282923
15,0.00507734389975667
16,0.004739690106362104
17,0.004970364272594452
18,0.004967286251485348
19,0.004555771127343178
20,0.004723627585917711
21,0.004496260080486536
22,0.004664303734898567
23,0.004530263599008322
24,0.0042763082310557365
