epoch,loss
0,0.02893027663230896
1,0.009726054966449738
2,0.006620057858526707
3,0.006196931935846806
4,0.005471943411976099
5,0.005004985723644495
6,0.004826878663152456
7,0.00422647874802351
8,0.00457057124003768
9,0.003568206913769245
10,0.0036826911382377148
11,0.0037502909544855356
12,0.0036235132720321417
13,0.0038652257062494755
14,0.004191005602478981
15,0.0035911877639591694
16,0.0037554949522018433
17,0.003257449483498931
18,0.0035102551337331533
19,0.003512469818815589
20,0.003108635079115629
21,0.003033660352230072
22,0.003131299978122115
23,0.0033341608941555023
24,0.002727989573031664
25,0.0031565853860229254
26,0.0029200403951108456
27,0.0029760049656033516
28,0.002868883078917861
29,0.00297958729788661
30,0.0033024034928530455
31,0.0028231623582541943
32,0.002821858273819089
33,0.0029335287399590015
34,0.0028575677424669266
35,0.0026648202911019325
36,0.0028133182786405087
37,0.0028013892006129026
38,0.0027868079487234354
39,0.002786303171887994
40,0.0028126398101449013
41,0.0027053405065089464
42,0.002798292087391019
43,0.0024957444984465837
44,0.002600617939606309
45,0.002671934897080064
46,0.0026780052576214075
47,0.002721181372180581
48,0.0024844834115356207
49,0.0028854345437139273
