epoch,loss
0,0.048205118626356125
1,0.02285149320960045
2,0.014822039753198624
3,0.014425939880311489
4,0.009641392156481743
5,0.007938087917864323
6,0.008593260310590267
7,0.007808963302522898
8,0.00761902891099453
9,0.006734796334058046
10,0.006200690753757954
11,0.006655339151620865
12,0.005742123816162348
13,0.005525832995772362
14,0.005488937254995108
15,0.005946482066065073
16,0.005522250197827816
17,0.004802967421710491
18,0.0048119742423295975
19,0.004723022226244211
20,0.004798952490091324
21,0.0050171539187431335
22,0.004631562624126673
23,0.00425497442483902
24,0.004922134801745415
25,0.004604225046932697
26,0.004586635623127222
27,0.004580422770231962
28,0.0044106170535087585
29,0.0042261602357029915
30,0.004401170648634434
31,0.004480164963752031
32,0.004087376408278942
33,0.0042760963551700115
34,0.003985454794019461
35,0.004375789314508438
36,0.004375748801976442
37,0.0042626745998859406
38,0.0037979946937412024
39,0.003947069402784109
40,0.004244588781148195
41,0.004045489709824324
42,0.004090558271855116
43,0.004273524042218924
44,0.004005789756774902
45,0.003687902120873332
46,0.003995848353952169
47,0.0035644297022372484
48,0.004128382541239262
49,0.0038361132610589266
