,"file_name: layers, epoch, batch",mse_scaled,mse_unscaled,overall_time
0,Stats_MSFT_CSD_3_10_100,473.9807507692381,0.12697056691829756,15.506648000000025
1,Stats_MSFT_CSD_3_10_200,513.2432007465635,0.13748824096285422,13.642584000000006
2,Stats_MSFT_CSD_3_25_100,546.4053705643576,0.14637176788618084,32.15222
3,Stats_MSFT_CSD_3_25_200,408.54751994175825,0.10944222820966829,26.905903000000016
4,Stats_MSFT_CSD_3_50_100,2477.370852205421,0.66364120106993,59.353592999999975
5,Stats_MSFT_CSD_3_50_200,1329.7245230564743,0.35620827844907627,48.86872999999997
6,Stats_MSFT_CSD_5_10_100,2753.8433925738077,0.7377030066414142,25.185135000000002
7,Stats_MSFT_CSD_5_10_200,2607.0683043504127,0.6983847146412023,22.34401100000005
8,Stats_MSFT_CSD_5_25_100,3960.588318714808,1.0609673273950888,51.831927000000036
9,Stats_MSFT_CSD_5_25_200,4070.4349934204442,1.0903931891714247,43.92176299999994
10,Stats_MSFT_CSD_5_50_100,5981.7484499509455,1.6023981955620035,97.01947799999999
11,Stats_MSFT_CSD_5_50_200,3144.726980234085,0.8424133847188171,80.24319800000006
