epoch,loss
0,0.15650196373462677
1,0.04999773949384689
2,0.043636199086904526
3,0.03134746104478836
4,0.0192114245146513
5,0.014646782539784908
6,0.011876984499394894
7,0.010801819153130054
8,0.00989705603569746
9,0.009014129638671875
10,0.009843898937106133
11,0.008775935508310795
12,0.008060254156589508
13,0.00773759838193655
14,0.007645109202712774
15,0.006790371146053076
16,0.006309167481958866
17,0.007467431947588921
18,0.006833304185420275
19,0.006538719870150089
20,0.005901280324906111
21,0.006156576797366142
22,0.00566133065149188
23,0.005563504993915558
24,0.0054716868326067924
25,0.005620438605546951
26,0.005836849566549063
27,0.005149160511791706
28,0.004950793460011482
29,0.0050451066344976425
30,0.004594523925334215
31,0.005001440178602934
32,0.004595908336341381
33,0.0046347202733159065
34,0.0046310112811625
35,0.004353775642812252
36,0.004431468900293112
37,0.004431990906596184
38,0.0045995949767529964
39,0.005065754521638155
40,0.004951815586537123
41,0.004409180488437414
42,0.004532847087830305
43,0.004351609852164984
44,0.004506843164563179
45,0.003945889882743359
46,0.0038316771388053894
47,0.004477942828088999
48,0.004260989837348461
49,0.003935838118195534
