epoch,loss
0,0.08818575739860535
1,0.029531454667448997
2,0.018786178901791573
3,0.011522112414240837
4,0.009191837161779404
5,0.009504093788564205
6,0.007562386803328991
7,0.007114563602954149
8,0.006217555608600378
9,0.006602455861866474
10,0.005811500363051891
11,0.004935231991112232
12,0.005431135185062885
13,0.005388266872614622
14,0.004554444458335638
15,0.004962921608239412
16,0.0047333212569355965
17,0.0043694027699530125
18,0.004375098273158073
19,0.0055841668508946896
20,0.004496096633374691
21,0.004382292740046978
22,0.00435270881280303
23,0.004356954712420702
24,0.00436112005263567
