epoch,loss
0,0.06437668949365616
1,0.01733511872589588
2,0.010468503460288048
3,0.009258798323571682
4,0.007315829396247864
5,0.008081366308033466
6,0.006313316524028778
7,0.005490518640726805
8,0.005433541256934404
9,0.0047559477388858795
10,0.004810664337128401
11,0.004827470984309912
12,0.004646730609238148
13,0.004626912996172905
14,0.003913249354809523
15,0.00429538544267416
16,0.004156588111072779
17,0.004107949789613485
18,0.0038012482691556215
19,0.004064604174345732
20,0.004537913948297501
21,0.004068413283675909
22,0.0037341127172112465
23,0.003999552223831415
24,0.004091022536158562
