epoch,loss
0,0.09622973203659058
1,0.029421081766486168
2,0.020137466490268707
3,0.014952059835195541
4,0.010722349397838116
5,0.009729631245136261
6,0.008029934018850327
7,0.007982893846929073
8,0.007136154919862747
9,0.006255519576370716
10,0.0058659836649894714
11,0.0064650182612240314
12,0.005674509797245264
13,0.005730899982154369
14,0.005360227078199387
15,0.004942967090755701
16,0.005314180627465248
17,0.005123135168105364
18,0.005440094042569399
19,0.004804112948477268
20,0.005059609655290842
21,0.004636318888515234
22,0.00501038646325469
23,0.004536337684839964
24,0.004681529477238655
25,0.00436248118057847
26,0.004794050939381123
27,0.004781492054462433
28,0.004697738215327263
29,0.005358467809855938
30,0.004571083001792431
31,0.004437731578946114
32,0.004510320723056793
33,0.004911391064524651
34,0.004196356516331434
35,0.0037751696072518826
36,0.0038244437891989946
37,0.0042972383089363575
38,0.003758166218176484
39,0.0035289092920720577
40,0.004013334400951862
41,0.003896166104823351
42,0.004231430124491453
43,0.0039957198314368725
44,0.004153915215283632
45,0.0036549612414091825
46,0.003406248288229108
47,0.003824876621365547
48,0.00378776784054935
49,0.003834291361272335
