epoch,loss
0,0.15110789239406586
1,0.04107793793082237
2,0.0371239073574543
3,0.026641029864549637
4,0.018026364967226982
5,0.013001404702663422
6,0.011913529597222805
7,0.010290773585438728
8,0.009288379922509193
9,0.008333399891853333
10,0.008510574698448181
11,0.007764221169054508
12,0.006775601301342249
13,0.007645168341696262
14,0.006365376524627209
15,0.00644328398630023
16,0.006837072782218456
17,0.0064849755726754665
18,0.006140034180134535
19,0.005550912115722895
20,0.005813288036733866
21,0.005403870716691017
22,0.0050878338515758514
23,0.005293876398354769
24,0.004508120007812977
