epoch,loss
0,0.06467407941818237
1,0.013711851090192795
2,0.009097888134419918
3,0.00729811517521739
4,0.005819021258503199
5,0.005368429236114025
6,0.005457322578877211
7,0.005436321720480919
8,0.005350573919713497
9,0.0045146094635128975
10,0.005024222191423178
11,0.004984711762517691
12,0.004414425231516361
13,0.004482139367610216
14,0.004278137814253569
15,0.004149413201957941
16,0.0040192375890910625
17,0.003837724681943655
18,0.004031074699014425
19,0.003656763583421707
20,0.0038790402468293905
21,0.0037227259017527103
22,0.004257973283529282
23,0.004205220844596624
24,0.0036215458530932665
25,0.003436837811022997
26,0.0035359407775104046
27,0.003224598476663232
28,0.003495065728202462
29,0.003191451309248805
30,0.0035266270861029625
31,0.0037961076013743877
32,0.004404800478368998
33,0.0031786232721060514
34,0.0034268100280314684
35,0.0031162379309535027
36,0.0031331146601587534
37,0.0032786603551357985
38,0.0031467031221836805
39,0.003264699364081025
40,0.0028454125858843327
41,0.0026789845433086157
42,0.002791496692225337
43,0.002783700358122587
44,0.003299849573522806
45,0.003085528267547488
46,0.0027173443231731653
47,0.0031045039650052786
48,0.002683726605027914
49,0.002683603437617421
